place,abbrev,date,r,lower,upper
Maharashtra,mh,2021-09-17,0.939793937403461,0.925815092565656,0.953876074945368
Maharashtra,mh,2021-09-18,0.986470326650786,0.972065724999775,1.00097940493317
Maharashtra,mh,2021-09-19,0.983912416524623,0.969498115198816,0.998431609714613
Maharashtra,mh,2021-09-20,0.918820899928008,0.904883075636924,0.932863771010138
Maharashtra,mh,2021-09-21,0.904875086685398,0.890953233162144,0.918903373151536
Maharashtra,mh,2021-09-22,0.924528402211797,0.910313843097581,0.938851557579548
Maharashtra,mh,2021-09-23,0.936010680898089,0.921587920798341,0.950543872151106
Maharashtra,mh,2021-09-24,0.940874497846765,0.926319335219291,0.955541550489244
Maharashtra,mh,2021-09-25,0.993472062089824,0.978425790138946,1.00863155337825
Maharashtra,mh,2021-09-26,1.00125122024028,0.986121099056964,1.01649493475814
Maharashtra,mh,2021-09-28,0.954020394362889,0.939263712582857,0.968890501002504
Maharashtra,mh,2021-09-29,0.952299853790468,0.937508157704879,0.967205723230729
Maharashtra,mh,2021-09-30,0.948729331683925,0.933888397839805,0.963685639172295
Maharashtra,mh,2021-10-01,0.948055139667524,0.933142995575357,0.963083855098419
Maharashtra,mh,2021-10-02,0.926474558766312,0.911655479960178,0.941411455626521
Maharashtra,mh,2021-10-03,0.929958479751245,0.915007504022582,0.945028935758394
Maharashtra,mh,2021-10-04,0.942558795804242,0.927393971516931,0.957844900213096
Maharashtra,mh,2021-10-05,0.911230122494779,0.89622957159545,0.926353442935517
Maharashtra,mh,2021-10-06,0.911153107369088,0.896030674192611,0.92640033222488
Maharashtra,mh,2021-10-07,0.927459240252018,0.91205785449095,0.942987788893044
Maharashtra,mh,2021-10-08,0.937084613919859,0.921482851577081,0.952815531938434
Maharashtra,mh,2021-10-09,0.90223748036152,0.886832139396612,0.917773636815045
Maharashtra,mh,2021-10-10,0.911056226653219,0.895436489228876,0.926809148951106
Maharashtra,mh,2021-10-11,0.847058801486845,0.831855021983228,0.862398355123678
Maharashtra,mh,2021-10-12,0.826217875523774,0.810990437336646,0.841584979902038
Maharashtra,mh,2021-10-13,0.826310086474361,0.810802240219423,0.841962798406278
Maharashtra,mh,2021-10-14,0.849073539205448,0.833063083785563,0.865234269706448
Maharashtra,mh,2021-10-15,0.865038174783695,0.848615587095086,0.881615965706049
Maharashtra,mh,2021-10-16,0.873943345088435,0.857206704575914,0.89083955230405
Maharashtra,mh,2021-10-17,0.86588761620973,0.849016311184068,0.882922601929353
Maharashtra,mh,2021-10-18,0.823957357139936,0.807283820977009,0.840798957821288
Maharashtra,mh,2021-10-19,0.784056189234167,0.767515272582194,0.800771000014042
Maharashtra,mh,2021-10-20,0.788006546293455,0.771059454636931,0.805135299428923
Maharashtra,mh,2021-10-21,0.826436554089639,0.808684450622982,0.8443787158249
Maharashtra,mh,2021-10-22,0.849374830711496,0.831037884138768,0.867909099034102
Maharashtra,mh,2021-10-23,0.899043992820538,0.879885485563493,0.918405970769608
Maharashtra,mh,2021-10-24,0.89368168521939,0.874374073069028,0.91319721821493
Maharashtra,mh,2021-10-25,0.806439195830061,0.78792572325662,0.825164662195869
Maharashtra,mh,2021-10-26,0.792185650161091,0.773513866767003,0.811077015958856
Maharashtra,mh,2021-10-27,0.810161737351455,0.790858758110749,0.829694218258252
Maharashtra,mh,2021-10-28,0.807957461821341,0.788288817492608,0.827865097622065
Maharashtra,mh,2021-10-29,0.830638907375012,0.810304178684591,0.851222130427248
Maharashtra,mh,2021-10-30,0.823385919564574,0.802779081088201,0.844250266093347
Maharashtra,mh,2021-10-31,0.848611652540641,0.827322786111581,0.870167192969141
Maharashtra,mh,2021-11-01,0.777852469155306,0.75715096788579,0.798829282590394
Maharashtra,mh,2021-11-02,0.718517329437531,0.698212815946287,0.739108807079736
Maharashtra,mh,2021-11-03,0.719216220575985,0.698315137495183,0.740421205879304
Maharashtra,mh,2021-11-04,0.86265892824432,0.83905638924741,0.886584287602374
Maharashtra,mh,2021-11-05,0.886658485730164,0.862308373671441,0.911342908765147
Maharashtra,mh,2021-11-06,,,
Maharashtra,mh,2021-11-07,0.877786507317865,0.853319473772534,0.902594552270495
Maharashtra,mh,2021-11-08,0.913121493200989,0.887881958690241,0.938709829150218
Maharashtra,mh,2021-11-09,0.857817391342634,0.833135855105619,0.882854184025588
Maharashtra,mh,2021-11-10,0.838846127477614,0.81413798917223,0.863918465866383
Maharashtra,mh,2021-11-11,1.05714193216337,1.0289235943937,1.08573668405194
Maharashtra,mh,2021-11-12,1.1077641511703,1.07889738189304,1.13700671147989
Maharashtra,mh,2021-11-13,,,
Maharashtra,mh,2021-11-14,1.10102256938898,1.07260071983417,1.12981090061239
Maharashtra,mh,2021-11-15,1.12576468557877,1.09734911089859,1.15453842567888
Maharashtra,mh,2021-11-16,1.04336187114006,1.01635055753931,1.07072249923543
Maharashtra,mh,2021-11-17,0.810162362710438,0.786539706567682,0.834129656299019
Maharashtra,mh,2021-11-18,0.849524846498888,0.824967038475593,0.874437815496385
Maharashtra,mh,2021-11-19,0.876629379350133,0.851187505149157,0.902440681276178
Maharashtra,mh,2021-11-20,0.890639758128202,0.864647360462122,0.917011709638811
Maharashtra,mh,2021-11-21,0.941484140431217,0.914448064693097,0.968908594004029
Maharashtra,mh,2021-11-22,0.832421383746367,0.806835212521846,0.858401369257671
Maharashtra,mh,2021-11-23,0.781863321643875,0.756725851862862,0.807405784360576
Maharashtra,mh,2021-11-24,0.774146868449676,0.748564562339787,0.800153001290391
Maharashtra,mh,2021-11-25,0.825178705873199,0.798118603808506,0.85268363118451
Maharashtra,mh,2021-11-26,,,
Maharashtra,mh,2021-11-27,0.768507545538299,0.741889366147541,0.795588309961994
Maharashtra,mh,2021-11-28,0.953894211713674,0.923557248608823,0.984714570392316
Maharashtra,mh,2021-11-29,1.01792393630498,0.986281086097659,1.05005943441049
Maharashtra,mh,2021-11-30,,,
Maharashtra,mh,2021-12-01,1.1276671133857,1.09444799963174,1.16137593627101
Maharashtra,mh,2021-12-02,1.05267473847966,1.02096048148483,1.08486730047666
Maharashtra,mh,2021-12-03,1.11614859939181,1.08376960481883,1.14899754130048
Maharashtra,mh,2021-12-04,0.89444317771486,0.865767733378929,0.92357928432544
Maharashtra,mh,2021-12-05,0.89088222230971,0.862126398318363,0.920103197895469
Maharashtra,mh,2021-12-06,0.787683360539107,0.760288595325565,0.815556202921412
Maharashtra,mh,2021-12-07,0.890686454943154,0.860953217705158,0.92091739035242
Maharashtra,mh,2021-12-08,0.751896929480249,0.724179131941148,0.780127983187489
Maharashtra,mh,2021-12-09,1.24151103100842,1.20505010748539,1.27850778572695
Maharashtra,mh,2021-12-10,1.18915902762595,1.15388684591999,1.22495482469396
Maharashtra,mh,2021-12-11,1.15645435284004,1.12254120604307,1.1908651467286
Maharashtra,mh,2021-12-12,1.03441726324937,1.00287919946031,1.06643676882854
Maharashtra,mh,2021-12-13,1.11872487748814,1.08612334143784,1.15180177758788
Maharashtra,mh,2021-12-14,0.853136926904177,0.824944330760991,0.881796594929212
Maharashtra,mh,2021-12-15,0.925028606297721,0.895420478025885,0.955111599876356
Maharashtra,mh,2021-12-16,0.966879018070581,0.936218467526725,0.998026677546052
Maharashtra,mh,2021-12-17,1.0260740029596,0.994354204406265,1.05828487344475
Maharashtra,mh,2021-12-18,1.0964766479489,1.06372991326272,1.12971290112729
Maharashtra,mh,2021-12-19,1.13254081879223,1.09954768093285,1.16601486769229
Maharashtra,mh,2021-12-20,1.0083996746715,0.97769226555563,1.03957526608348
Maharashtra,mh,2021-12-21,0.987187903067858,0.956934500192852,1.01790555680361
Maharashtra,mh,2021-12-22,1.06495015421446,1.03345289250163,1.0969136298898
Maharashtra,mh,2021-12-23,1.13500480160387,1.10262085912161,1.16785091369862
Maharashtra,mh,2021-12-24,1.22746206618288,1.19419669434527,1.26117804968885
Maharashtra,mh,2021-12-25,1.39068411769277,1.35600448029076,1.42579554497422
Maharashtra,mh,2021-12-26,1.46944755957167,1.43503724822543,1.50425988626262
Maharashtra,mh,2021-12-27,1.38572379260423,1.3537858101452,1.4180289534557
Maharashtra,mh,2021-12-28,1.45687264013003,1.42539752728692,1.4886867038498
Maharashtra,mh,2021-12-29,1.74890468841011,1.7158172624926,1.78230371497009
Maharashtra,mh,2021-12-30,2.0957072524226,2.06175081976228,2.12993718772892
Maharashtra,mh,2021-12-31,2.49866454339139,2.46492997605897,2.53262521269576
Maharashtra,mh,2022-01-01,1.77577227569001,1.7552786634091,1.79638318511266
Maharashtra,mh,2022-01-02,1.74394910789897,1.72654551629803,1.76143876799019
Maharashtra,mh,2022-01-03,1.58203977787543,1.56771464770969,1.59642915911067
Maharashtra,mh,2022-01-04,1.62676545385938,1.61374648337458,1.63983600680274
Maharashtra,mh,2022-01-05,1.67009625185009,1.65841198912233,1.6818209645119
Maharashtra,mh,2022-01-06,1.72922724577213,1.71879869501193,1.73968690256616
Maharashtra,mh,2022-01-07,1.65535099510105,1.64651128472408,1.66421404468718
Maharashtra,mh,2022-01-08,1.56502607261826,1.55745216234902,1.57261810092763
Maharashtra,mh,2022-01-09,1.46473418292987,1.45814758204962,1.47133542184169
Maharashtra,mh,2022-01-10,1.28226741686481,1.27660384671979,1.28794334943212
Maharashtra,mh,2022-01-11,1.1702349968738,1.16504189632098,1.17543948644963
Maharashtra,mh,2022-01-12,1.16730955054748,1.16220482127011,1.17242531175737
Maharashtra,mh,2022-01-13,1.14722087512347,1.14226501857071,1.15218731132342
Maharashtra,mh,2022-01-14,1.09848054316779,1.09372159975228,1.10324967512797
Maharashtra,mh,2022-01-15,1.14863410114185,1.14380597088109,1.15347225981029
Maharashtra,mh,2022-01-16,1.12752857379375,1.12286272320046,1.13220396498963
Maharashtra,mh,2022-01-17,1.00886851411965,1.00454020400367,1.01320600072522
Maharashtra,mh,2022-01-18,1.00004971969227,0.995683192255197,1.00442566909563
Maharashtra,mh,2022-01-19,1.02394409011852,1.01947862025191,1.02841918380983
Maharashtra,mh,2022-01-20,1.02306318526125,1.01859853558109,1.02753746352875
Maharashtra,mh,2022-01-21,1.05721289008054,1.05267670210732,1.06175869626113
Maharashtra,mh,2022-01-22,1.1102958534004,1.10569748550383,1.11490363176359
Maharashtra,mh,2022-01-23,1.06426016559238,1.05986811503462,1.06866117239873
Maharashtra,mh,2022-01-24,0.972324777432617,0.968167443164326,0.976490895649898
Maharashtra,mh,2022-01-25,0.946758208606326,0.942589079068582,0.950936411134723
Maharashtra,mh,2022-01-26,0.922033559679029,0.917838492912899,0.926238059692525
Maharashtra,mh,2022-01-27,0.856272013179898,0.852135142293108,0.860418763292202
Maharashtra,mh,2022-01-28,0.837313634903873,0.833057883750545,0.841580079291027
Maharashtra,mh,2022-01-29,0.904482224548287,0.899880197666314,0.909095827048708
Maharashtra,mh,2022-01-30,0.859528049299014,0.854975007554459,0.86409301537753
Maharashtra,mh,2022-01-31,0.773769309744591,0.769321498145481,0.778229764900054
Maharashtra,mh,2022-02-01,0.779249569158028,0.774540471549778,0.783972741826628
Maharashtra,mh,2022-02-02,0.796328912920773,0.791350770947087,0.801322448429188
Maharashtra,mh,2022-02-03,0.744141067369944,0.739154861346999,0.749143803596126
Maharashtra,mh,2022-02-04,0.740378411084452,0.735146933885386,0.745628180513571
Maharashtra,mh,2022-02-05,0.773787212996489,0.768181252206557,0.779413273452146
Maharashtra,mh,2022-02-06,0.774152791996601,0.768354313006272,0.779972767331706
Maharashtra,mh,2022-02-07,0.68726252838505,0.681611585359824,0.692936477361871
Maharashtra,mh,2022-02-08,0.651255306562196,0.645408168983469,0.657128446899698
Maharashtra,mh,2022-02-09,0.637853849384872,0.631675323287692,0.644062029636217
Maharashtra,mh,2022-02-10,0.631607113639108,0.62506293293508,0.638184902619908
Maharashtra,mh,2022-02-11,0.626718604841233,0.619804363783668,0.633670667875259
Maharashtra,mh,2022-02-12,0.655531270892875,0.6480480269059,0.663056878884192
Maharashtra,mh,2022-02-13,0.653112253618605,0.645302527442441,0.66096830439326
Maharashtra,mh,2022-02-14,0.57747869486832,0.569790621216705,0.585217575153835
Maharashtra,mh,2022-02-15,0.559116617855684,0.55100366357385,0.567288042585402
Maharashtra,mh,2022-02-16,0.545150766705453,0.536576261221272,0.553792298702505
Maharashtra,mh,2022-02-17,0.559402771429951,0.550123024198045,0.568759057084121
Maharashtra,mh,2022-02-18,0.561608286764327,0.551770732034456,0.571531559946929
Maharashtra,mh,2022-02-19,0.60958344687863,0.598760864303798,0.620501619737811
Maharashtra,mh,2022-02-20,0.582546954569218,0.571553533393436,0.593643643075765
Maharashtra,mh,2022-02-21,0.528073393053508,0.517062242105002,0.539198945226628
Maharashtra,mh,2022-02-22,0.48597556684873,0.474678615982987,0.497403523400294
Maharashtra,mh,2022-02-23,0.49069693961119,0.478469337138062,0.503076672879633
Maharashtra,mh,2022-02-24,0.516868256220535,0.503486018612823,0.530423570393948
Maharashtra,mh,2022-02-25,0.52670154707637,0.512472559693991,0.54112266232759
Maharashtra,mh,2022-02-26,0.591837213273267,0.575979949657474,0.607906807465903
Maharashtra,mh,2022-02-27,0.594169759326828,0.577784041076883,0.61078139548612
Maharashtra,mh,2022-02-28,0.544800603437365,0.528520381946788,0.561324336366526
Maharashtra,mh,2022-03-01,0.537186759252976,0.520086568698909,0.554559685380678
Maharashtra,mh,2022-03-02,0.531254806578932,0.513287494275556,0.549526884838954
Maharashtra,mh,2022-03-03,0.516273326277755,0.497575597327744,0.535311095264493
Maharashtra,mh,2022-03-04,0.527489651828084,0.507479092008642,0.547881731049547
Maharashtra,mh,2022-03-05,0.612880600862963,0.59017369995994,0.636010127515903
Maharashtra,mh,2022-03-06,0.570522902397677,0.548080453339276,0.593409358423852
Maharashtra,mh,2022-03-07,0.543992735293331,0.521053429141405,0.567419253549327
Maharashtra,mh,2022-03-08,0.604878470206655,0.579329848509173,0.630970633533592
Maharashtra,mh,2022-03-09,0.594985522069424,0.568814453906501,0.621736941847787
Maharashtra,mh,2022-03-10,0.617962287096826,0.590187244909628,0.646367003469501
Maharashtra,mh,2022-03-11,0.647403937585996,0.617959066530847,0.677524473927478
Maharashtra,mh,2022-03-12,0.723946358459773,0.691873349787919,0.756735837517595
Maharashtra,mh,2022-03-13,0.659164330112212,0.628243970873098,0.690817009703343
Maharashtra,mh,2022-03-14,0.628763192947238,0.597373808572053,0.660945001023607
Maharashtra,mh,2022-03-15,0.579468440461095,0.547885735698498,0.611923663283708
Maharashtra,mh,2022-03-16,0.612069804668573,0.577597727670533,0.647526908498988
Maharashtra,mh,2022-03-17,0.614312260748322,0.578249357788196,0.65145059621722
Maharashtra,mh,2022-03-18,0.620327728297306,0.582508206802629,0.659319910584348
Maharashtra,mh,2022-03-19,0.633883551394636,0.594045404410298,0.674996303107227
Maharashtra,mh,2022-03-20,0.615849054108022,0.575091149628433,0.657982557090036
Maharashtra,mh,2022-03-21,0.564570254768642,0.523800848383786,0.606845802558499
Maharashtra,mh,2022-03-22,0.571855264468629,0.528303236767966,0.617107679062872
Maharashtra,mh,2022-03-23,0.613195175558319,0.565683465205668,0.662595411680777
Maharashtra,mh,2022-03-24,0.705897873686728,0.652945795833256,0.7608850201513
Maharashtra,mh,2022-03-25,0.902312246858596,0.841565901245654,0.965145412100046
Maharashtra,mh,2022-03-26,0.884660840111153,0.826448908425389,0.944825776157949
Maharashtra,mh,2022-03-27,0.850640490704968,0.794146908664592,0.909047654251773
Maharashtra,mh,2022-03-28,0.824616504330408,0.7685601798318,0.882617954564203
Maharashtra,mh,2022-03-29,0.817718874632506,0.760865056187143,0.876592072999026
Maharashtra,mh,2022-03-30,0.679614272140357,0.626787659452278,0.734547669982792
Maharashtra,mh,2022-03-31,0.829794552203482,0.767502013589711,0.894482993749132
Maharashtra,mh,2022-04-01,0.821814064106383,0.759321466361573,0.886742642995547
Maharashtra,mh,2022-04-02,0.875673019902554,0.810083276907805,0.943779624008837
Maharashtra,mh,2022-04-03,0.900420203555251,0.833668448634241,0.969706117415314
Maharashtra,mh,2022-04-04,0.812664192363065,0.749240792337498,0.878627611866163
Maharashtra,mh,2022-04-05,0.798219054511428,0.733411262111351,0.865731455927489
Maharashtra,mh,2022-04-06,0.829608754088881,0.761349910576145,0.90075606248903
Maharashtra,mh,2022-04-07,0.862018493294546,0.790965105168674,0.936084261385805
Maharashtra,mh,2022-04-08,0.904797363175254,0.831077794755413,0.981604752823332
Maharashtra,mh,2022-04-09,1.04057485048211,0.961203292502275,1.12305025687593
Maharashtra,mh,2022-04-10,0.906800521277785,0.8350372255339,0.981479857336982
Maharashtra,mh,2022-04-11,0.828877050971009,0.759287301556883,0.901474329608543
Maharashtra,mh,2022-04-12,0.867496938873285,0.793619066988569,0.944615582643412
Maharashtra,mh,2022-04-13,0.892740935124694,0.816269504411785,0.972587378879434
Maharashtra,mh,2022-04-14,0.862169972578155,0.786133893562515,0.941665722514636
Maharashtra,mh,2022-04-15,,,
Maharashtra,mh,2022-04-16,1.04954099572572,0.963572196287659,1.13913072619089
Maharashtra,mh,2022-04-17,1.14060191022052,1.05360062376137,1.2310054078982
Maharashtra,mh,2022-04-18,0.950481245593941,0.874755717631732,1.02930536092592
Maharashtra,mh,2022-04-19,0.999982839678871,0.921172110434033,1.08198219509847
Maharashtra,mh,2022-04-20,1.09210903933532,1.00994016255225,1.17744569661508
Maharashtra,mh,2022-04-21,1.0511677390714,0.972782179011283,1.13254731089562
Maharashtra,mh,2022-04-22,1.01574683624844,0.939665271071657,1.09474786297446
Maharashtra,mh,2022-04-23,1.21965957740786,1.13628845996963,1.30594026537566
Maharashtra,mh,2022-04-24,1.09714340677263,1.02246965220302,1.17441159151639
Maharashtra,mh,2022-04-25,0.955429845472735,0.887046769206193,1.02631595950017
Maharashtra,mh,2022-04-26,0.963453557208194,0.893245898696136,1.03627941855536
Maharashtra,mh,2022-04-27,1.08325107819503,1.00769326994973,1.1615015572766
Maharashtra,mh,2022-04-28,0.995625032751805,0.924843832879226,1.06897899287852
Maharashtra,mh,2022-04-29,0.884001318216215,0.817036174843779,0.95356643338156
Maharashtra,mh,2022-04-30,1.19358450209546,1.11269326028772,1.2772737796179
Maharashtra,mh,2022-05-01,1.08835295274921,1.0153005745212,1.16390714338762
Maharashtra,mh,2022-05-02,0.928159051927724,0.862041211707343,0.996685171455846
Maharashtra,mh,2022-05-03,1.00531558854862,0.9345060931561,1.07867420287812
Maharashtra,mh,2022-05-04,1.18302242830689,1.10614068200735,1.26245056457203
Maharashtra,mh,2022-05-05,1.05474603357215,0.985618892520609,1.12618282256513
Maharashtra,mh,2022-05-06,1.08237452138794,1.01284454612852,1.15417995140786
Maharashtra,mh,2022-05-07,1.23539132555954,1.16219891345545,1.31078717510534
Maharashtra,mh,2022-05-08,1.14766948666714,1.08096071053834,1.21634737097071
Maharashtra,mh,2022-05-09,1.01961046913883,0.95848960654915,1.08259374266975
