Updated On,State,RT PCR Tests,Antigen Tests,Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,Source3,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection,...32
15/08/2020,Andaman and Nicobar Islands,NA,NA,NA,28209,Samples Sent,2306,NA,80,NA,70,Facility,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/363.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
16/08/2020,Andaman and Nicobar Islands,NA,NA,NA,28229,Samples Sent,2399,NA,100,NA,70,Facility,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/364.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
17/08/2020,Andaman and Nicobar Islands,NA,NA,NA,28672,Samples Sent,2445,NA,268,NA,70,Facility,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/365.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
18/08/2020,Andaman and Nicobar Islands,NA,NA,NA,28937,Samples Sent,2529,NA,281,NA,70,Facility,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/366.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
19/08/2020,Andaman and Nicobar Islands,NA,NA,NA,29303,Samples Sent,2604,NA,330,NA,70,Facility,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/367.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
20/08/2020,Andaman and Nicobar Islands,NA,NA,NA,29487,Samples Sent,2680,NA,404,NA,70,Facility,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/368.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
21/08/2020,Andaman and Nicobar Islands,NA,NA,NA,29573,Samples Sent,2747,NA,161,NA,70,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/369.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
22/08/2020,Andaman and Nicobar Islands,NA,NA,NA,29888,Samples Sent,2808,NA,315,NA,72,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/370.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
23/08/2020,Andaman and Nicobar Islands,NA,NA,NA,30278,Samples Sent,2860,NA,290,NA,78,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/371.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
24/08/2020,Andaman and Nicobar Islands,NA,NA,NA,30513,Samples Sent,2904,NA,261,NA,78,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/372.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
25/08/2020,Andaman and Nicobar Islands,NA,NA,NA,31082,Samples Sent,2945,NA,389,NA,78,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/373.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
26/08/2020,Andaman and Nicobar Islands,NA,NA,NA,31646,Samples Sent,2985,NA,312,NA,78,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/374.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
27/08/2020,Andaman and Nicobar Islands,NA,NA,NA,31830,Samples Sent,3018,NA,270,NA,78,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/375.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
28/08/2020,Andaman and Nicobar Islands,NA,NA,NA,32100,Samples Sent,3050,NA,285,NA,78,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/376.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
29/08/2020,Andaman and Nicobar Islands,NA,NA,NA,32407,Samples Sent,3081,NA,301,NA,78,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/377.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
30/08/2020,Andaman and Nicobar Islands,NA,NA,NA,32674,Samples Sent,3104,NA,204,NA,89,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/378.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
31/08/2020,Andaman and Nicobar Islands,NA,NA,NA,33485,Samples Sent,3132,NA,275,NA,89,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/379.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
01/09/2020,Andaman and Nicobar Islands,NA,NA,NA,35104,Samples Sent,3160,NA,246,NA,91,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/380.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
02/09/2020,Andaman and Nicobar Islands,NA,NA,NA,36136,Samples Sent,NA,NA,260,NA,91,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/381.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
03/09/2020,Andaman and Nicobar Islands,NA,NA,NA,37075,Samples Sent,3223,NA,264,NA,91,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/382.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
04/09/2020,Andaman and Nicobar Islands,NA,NA,NA,37825,Samples Sent,3257,NA,175,NA,91,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/383.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
05/09/2020,Andaman and Nicobar Islands,NA,NA,NA,38574,Samples Sent,3292,NA,189,NA,93,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/384.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
06/09/2020,Andaman and Nicobar Islands,NA,NA,NA,39205,Samples Sent,3332,NA,120,NA,94,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/385.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
07/09/2020,Andaman and Nicobar Islands,NA,NA,NA,39995,Samples Sent,3359,NA,287,NA,NA,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/386.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
08/09/2020,Andaman and Nicobar Islands,NA,NA,NA,41039,Samples Sent,3392,NA,261,NA,NA,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/387.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
09/09/2020,Andaman and Nicobar Islands,NA,NA,NA,41776,Samples Sent,3426,NA,238,NA,NA,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/388.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
10/09/2020,Andaman and Nicobar Islands,NA,NA,NA,42792,Samples Sent,3465,NA,207,NA,NA,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/391.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
11/09/2020,Andaman and Nicobar Islands,NA,NA,NA,43680,Samples Sent,3494,NA,197,NA,NA,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/392.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
12/09/2020,Andaman and Nicobar Islands,NA,NA,NA,44570,Samples Sent,3521,NA,160,NA,NA,Facility,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/393.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
13/09/2020,Andaman and Nicobar Islands,NA,NA,NA,45279,Samples Sent,3546,NA,159,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/394.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
14/09/2020,Andaman and Nicobar Islands,NA,NA,NA,45987,Samples Sent,3557,NA,72,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/395.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
15/09/2020,Andaman and Nicobar Islands,NA,NA,NA,46823,Samples Sent,3574,NA,184,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/396.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
16/09/2020,Andaman and Nicobar Islands,NA,NA,NA,47794,Samples Sent,3593,NA,248,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/397.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
17/09/2020,Andaman and Nicobar Islands,NA,NA,NA,48861,Samples Sent,3604,NA,299,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/398.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
18/09/2020,Andaman and Nicobar Islands,NA,NA,NA,50035,Samples Sent,3631,NA,134,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/399.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
19/09/2020,Andaman and Nicobar Islands,NA,NA,NA,50681,Samples Sent,3644,NA,94,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/400.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
20/09/2020,Andaman and Nicobar Islands,NA,NA,NA,51262,Samples Sent,3651,NA,94,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/401.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
21/09/2020,Andaman and Nicobar Islands,NA,NA,NA,52220,Samples Sent,3673,NA,110,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/402.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
22/09/2020,Andaman and Nicobar Islands,NA,NA,NA,52845,Samples Sent,3691,NA,84,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/403.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
23/09/2020,Andaman and Nicobar Islands,NA,NA,NA,53591,Samples Sent,3712,NA,77,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/405.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
24/09/2020,Andaman and Nicobar Islands,NA,NA,NA,52992,Samples Sent,3744,NA,84,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/406.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
25/09/2020,Andaman and Nicobar Islands,NA,NA,NA,55169,Samples Sent,3759,NA,28,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/407.pdf,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
26/09/2020,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/,NA,NA,NA,NA,NA,NA,NA
02/04/2020,Andhra Pradesh,NA,NA,NA,1800,Tested,132,1175,493,NA,NA,NA,NA,NA,NA,23479,2680,330,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1245580598938198016?s=20,NA,NA,7.33%,0.03,34,14,52221000,NA
10/04/2020,Andhra Pradesh,NA,NA,NA,6374,Tested,365,6009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,5.73%,0.12,122,17,52221000,NA
11/04/2020,Andhra Pradesh,NA,NA,NA,6958,Tested,381,6577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,5.48%,0.13,133,18,52221000,NA
12/04/2020,Andhra Pradesh,NA,NA,NA,6958,Tested,405,6553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,5.82%,0.13,133,17,52221000,NA
13/04/2020,Andhra Pradesh,NA,NA,NA,8755,Tested,432,8323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,4.93%,0.17,168,20,52221000,NA
14/04/2020,Andhra Pradesh,NA,NA,NA,10505,Tested,473,10032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,4.50%,0.2,201,22,52221000,NA
15/04/2020,Andhra Pradesh,NA,NA,NA,11613,Tested,525,11088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,4.52%,0.22,222,22,52221000,NA
16/04/2020,Andhra Pradesh,NA,NA,NA,20235,Tested,534,19701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,2.64%,0.39,387,38,52221000,NA
17/04/2020,Andhra Pradesh,NA,NA,NA,20235,Tested,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,https://t.me/indiacovid/2474,NA,2.83%,0.39,387,35,52221000,NA
18/04/2020,Andhra Pradesh,NA,NA,NA,21450,Tested,603,20487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,2.81%,0.41,411,36,52221000,NA
19/04/2020,Andhra Pradesh,NA,NA,NA,26958,Tested,647,26311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,2.40%,0.52,516,42,52221000,NA
20/04/2020,Andhra Pradesh,NA,NA,NA,30733,Tested,722,30011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,2.35%,0.59,589,43,52221000,NA
21/04/2020,Andhra Pradesh,NA,NA,NA,35755,Tested,757,34998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,2.12%,0.68,685,47,52221000,NA
22/04/2020,Andhra Pradesh,NA,NA,NA,41512,Tested,813,40699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.96%,0.79,795,51,52221000,NA
23/04/2020,Andhra Pradesh,NA,NA,NA,48032,Tested,893,47139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.86%,0.92,920,54,52221000,NA
24/04/2020,Andhra Pradesh,NA,NA,NA,54338,Tested,955,53383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.76%,1.04,1041,57,52221000,NA
25/04/2020,Andhra Pradesh,NA,NA,NA,61266,Tested,1016,60250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.66%,1.17,1173,60,52221000,NA
26/04/2020,Andhra Pradesh,NA,NA,NA,68034,Tested,1097,66937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.61%,1.3,1303,62,52221000,NA
27/04/2020,Andhra Pradesh,NA,NA,NA,74551,Tested,1177,73374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.58%,1.43,1428,63,52221000,NA
28/04/2020,Andhra Pradesh,NA,NA,NA,80334,Tested,1259,79075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.57%,1.54,1538,64,52221000,NA
29/04/2020,Andhra Pradesh,NA,NA,NA,88061,Tested,1332,86729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.51%,1.69,1686,66,52221000,NA
30/04/2020,Andhra Pradesh,NA,NA,NA,94558,Tested,1403,93155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.48%,1.81,1811,67,52221000,NA
01/05/2020,Andhra Pradesh,NA,NA,NA,102460,Tested,1463,100997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.43%,1.96,1962,70,52221000,NA
02/05/2020,Andhra Pradesh,NA,NA,NA,108403,Tested,1525,106878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.41%,2.08,2076,71,52221000,NA
03/05/2020,Andhra Pradesh,NA,NA,NA,114937,Tested,1583,113354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.38%,2.2,2201,73,52221000,NA
04/05/2020,Andhra Pradesh,NA,NA,NA,125229,Tested,1650,123579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.32%,2.4,2398,76,52221000,NA
05/05/2020,Andhra Pradesh,NA,NA,NA,133492,Tested,1717,131775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.29%,2.56,2556,78,52221000,NA
06/05/2020,Andhra Pradesh,NA,NA,NA,141274,Tested,1777,139497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.26%,2.71,2705,80,52221000,NA
07/05/2020,Andhra Pradesh,NA,NA,NA,149361,Tested,1833,147528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4173?single,NA,NA,1.23%,2.86,2860,81,52221000,NA
08/05/2020,Andhra Pradesh,NA,NA,NA,156681,Tested,1887,154794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.20%,3,3000,83,52221000,NA
09/05/2020,Andhra Pradesh,NA,NA,NA,165069,Tested,1930,163139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.17%,3.16,3161,86,52221000,NA
10/05/2020,Andhra Pradesh,NA,NA,NA,173735,Tested,1980,171755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.14%,3.33,3327,88,52221000,NA
11/05/2020,Andhra Pradesh,NA,NA,NA,181144,Tested,2018,179126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.11%,3.47,3469,90,52221000,NA
12/05/2020,Andhra Pradesh,NA,NA,NA,191874,Tested,2051,189823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.07%,3.67,3674,94,52221000,NA
13/05/2020,Andhra Pradesh,NA,NA,NA,201196,Tested,2137,199059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.06%,3.85,3853,94,52221000,NA
14/05/2020,Andhra Pradesh,NA,NA,NA,210452,Tested,2100,208247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,1.00%,4.03,4030,100,52221000,NA
15/05/2020,Andhra Pradesh,NA,NA,NA,219490,Tested,2157,217183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,NA,0.98%,4.2,4203,102,52221000,NA
16/05/2020,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,52221000,NA
17/05/2020,Andhra Pradesh,NA,NA,NA,238998,Tested,2230,236618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/35,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.93%,4.58,4577,107,52221000,NA
18/05/2020,Andhra Pradesh,NA,NA,NA,248771,Tested,2282,246279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/45,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.92%,4.76,4764,109,52221000,NA
19/05/2020,Andhra Pradesh,NA,NA,NA,258450,Tested,2339,255961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/56,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.91%,4.95,4949,110,52221000,NA
20/05/2020,Andhra Pradesh,NA,NA,NA,267612,Tested,2407,265052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/67,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.90%,5.12,5125,111,52221000,NA
21/05/2020,Andhra Pradesh,NA,NA,NA,275704,Tested,2452,273099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/83?single,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.89%,5.28,5280,112,52221000,NA
22/05/2020,Andhra Pradesh,NA,NA,NA,284119,Tested,2514,281452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/103,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.88%,5.44,5441,113,52221000,NA
23/05/2020,Andhra Pradesh,NA,NA,NA,292969,Tested,2561,290255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/114,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.87%,5.61,5610,114,52221000,NA
24/05/2020,Andhra Pradesh,NA,NA,NA,304326,Tested,2627,301529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/143,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.86%,5.83,5828,116,52221000,NA
25/05/2020,Andhra Pradesh,NA,NA,NA,314566,Tested,2671,311680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/150,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.85%,6.02,6024,118,52221000,NA
26/05/2020,Andhra Pradesh,NA,NA,NA,322714,Tested,2719,319731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/164,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.84%,6.18,6180,119,52221000,NA
27/05/2020,Andhra Pradesh,NA,NA,NA,332378,Tested,2787,329261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/180,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.84%,6.36,6365,119,52221000,NA
28/05/2020,Andhra Pradesh,NA,NA,NA,342236,Tested,2841,338991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/201,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.83%,6.55,6554,120,52221000,NA
29/05/2020,Andhra Pradesh,NA,NA,NA,353874,Tested,2874,350544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/215,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.81%,6.78,6776,123,52221000,NA
