Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquiry Calls,Num Calls State Helpline,Source1,...18,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
22/05/2020,Assam,55791,Tested,259,50450,NA,NA,NA,NA,NA,3338,595,332,NA,31245,https://twitter.com/nhm_assam/status/1263867748083314688?s=19,NA,NA,NA,NA,NA,NA,NA
05/04/2020,Bihar,3037,Tested,32,2299,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/sanjayjavin/status/1246667952054665216,NA,NA,1.05%,7.65,7650,95,119520000
05/04/2020,Bihar,3037,Tested,32,2299,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05%,7.65,7650,95,119520000
08/04/2020,Bihar,4596,Tested,38,NA,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/sanjayjavin/status/1247762894063677440,NA,NA,0.83%,11.58,11577,121,119520000
09/04/2020,Bihar,4991,Tested,43,NA,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1248176830856626176/photo/1,NA,NA,0.86%,12.57,12572,116,119520000
10/04/2020,Bihar,5457,Tested,60,NA,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1248494623409885184/photo/1,NA,NA,1.10%,13.75,13746,91,119520000
11/04/2020,Bihar,6250,Tested,61,NA,NA,NA,NA,NA,NA,2344,116,50,NA,51075,https://twitter.com/BiharHealthDept/status/1248845966158905345?s=19,NA,https://twitter.com/BiharHealthDept/status/1248964845371674625?s=09,0.98%,15.74,15743,102,119520000
12/04/2020,Bihar,6703,Tested,64,NA,618,NA,NA,NA,NA,2344,116,50,NA,NA,https://twitter.com/sanjayjavin/status/1249203228178296832?s=20,NA,NA,0.95%,16.88,16884,105,119520000
13/04/2020,Bihar,7263,Tested,65,NA,41,NA,NA,NA,NA,2344,116,50,NA,NA,https://t.me/indiacovid/2178?single,NA,NA,0.89%,18.29,18295,112,119520000
14/04/2020,Bihar,7727,Tested,62,NA,472,NA,NA,NA,NA,2344,116,50,NA,NA,https://twitter.com/sanjayjavin/status/1249928292519432192?s=09,NA,NA,0.80%,19.46,19463,125,119520000
15/04/2020,Bihar,8263,Tested,66,NA,565,NA,NA,NA,NA,2344,116,50,NA,40380,https://twitter.com/sanjayjavin/status/1250296101350957058?s=09,NA,https://twitter.com/SHSBihar/status/1250345699780096001?s=09,0.80%,20.81,20814,125,119520000
16/04/2020,Bihar,8846,Tested,72,NA,607,NA,NA,NA,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1250667064571785216?s=09,NA,NA,0.81%,22.28,22282,123,119520000
17/04/2020,Bihar,9486,Tested,83,NA,510,NA,NA,NA,NA,2344,116,50,NA,NA,https://twitter.com/sanjayjavin/status/1251023696354881537,NA,NA,0.87%,23.89,23894,114,119520000
18/04/2020,Bihar,10130,Tested,85,NA,512,NA,735,Centre,NA,2344,116,50,NA,43152,https://twitter.com/BiharHealthDept/status/1251491112855973895,NA,https://twitter.com/SHSBihar/status/1251437221179060224?s=09,0.84%,25.52,25516,119,119520000
19/04/2020,Bihar,10745,Tested,92,NA,644,NA,700,Centre,NA,2344,116,50,NA,NA,https://t.me/indiacovid/2664?single,NA,NA,0.86%,27.07,27065,117,119520000
20/04/2020,Bihar,11319,Tested,96,NA,490,NA,802,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1252218091712524289,NA,NA,0.85%,28.51,28511,118,119520000
21/04/2020,Bihar,11999,Tested,115,NA,998,NA,693,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1252564363044704256,NA,NA,0.96%,30.22,30224,104,119520000
22/04/2020,Bihar,12978,Tested,136,NA,1005,NA,748,Centre,NA,2344,116,50,NA,NA,https://mobile.twitter.com/BiharHealthDept/status/1252933211488993280,NA,NA,1.05%,32.69,32690,95,119520000
23/04/2020,Bihar,13785,Tested,148,NA,1240,NA,768,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1253330396726480901?s=19,NA,NA,1.07%,34.72,34723,93,119520000
24/04/2020,Bihar,14924,Tested,176,NA,1000,NA,NA,NA,NA,2344,116,50,NA,NA,https://twitter.com/sanjayjavin/status/1253554587811774465?s=19,NA,https://twitter.com/BiharHealthDept/status/1254045733969330178,1.18%,37.59,37592,85,119520000
25/04/2020,Bihar,15885,Tested,238,NA,898,NA,1255,Centre,NA,2344,116,50,NA,NA,https://t.me/indiacovid/3178,NA,NA,1.50%,40.01,40013,67,119520000
26/04/2020,Bihar,17041,Tested,255,NA,1018,NA,1427,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1254402408664363008?s=20,NA,NA,1.50%,42.92,42924,67,119520000
27/04/2020,Bihar,18179,Tested,328,NA,1656,NA,1614,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1254741773257248769,NA,NA,1.80%,45.79,45791,55,119520000
28/04/2020,Bihar,19790,Tested,346,NA,1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1255002059994210304,NA,NA,1.75%,49.85,49849,57,119520000
29/04/2020,Bihar,21180,Tested,383,NA,1948,NA,2133,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1255508656205950976?s=19,NA,NA,1.81%,53.35,53350,55,119520000
30/04/2020,Bihar,22672,Tested,409,NA,1991,NA,2154,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1255823491133292545,NA,NA,1.80%,57.11,57108,55,119520000
01/05/2020,Bihar,24118,Tested,466,NA,2326,NA,2156,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1256207916274720769?s=20,NA,NA,1.93%,60.75,60751,52,119520000
02/05/2020,Bihar,25724,Tested,476,NA,2250,NA,2112,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1256541420544024582?s=19,NA,https://twitter.com/BiharHealthDept/status/1256473162583281666?s=19,1.85%,64.8,64796,54,119520000
03/05/2020,Bihar,26951,Tested,485,NA,1346,NA,2343,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1256919058374590464?s=19,NA,https://twitter.com/BiharHealthDept/status/1256829872409686016?s=19,1.80%,67.89,67887,56,119520000
04/05/2020,Bihar,28345,Tested,525,NA,527,NA,1803,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1257290178265219074,NA,https://twitter.com/sanjayjavin/status/1257177930700132353?s=19,1.85%,71.4,71398,54,119520000
05/05/2020,Bihar,28791,Tested,529,NA,547,NA,1481,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1257622689050656768?s=20,NA,https://twitter.com/sanjayjavin/status/1257551487674322944?s=19,1.84%,72.52,72521,54,119520000
06/05/2020,Bihar,29328,Tested,539,NA,464,NA,1425,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1257989196540547072?s=20,NA,https://twitter.com/sanjayjavin/status/1257909230872539137?s=09,1.84%,73.87,73874,54,119520000
07/05/2020,Bihar,29841,Tested,547,NA,701,NA,1466,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1258347711755104258?s=19,NA,https://twitter.com/BiharHealthDept/status/1258294411605098502?s=19,1.83%,75.17,75166,55,119520000
08/05/2020,Bihar,30320,Tested,564,NA,1007,NA,1995,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1258741538051538944?s=19,NA,https://twitter.com/sanjayjavin/status/1258643211679084544?s=19,1.86%,76.37,76373,54,119520000
09/05/2020,Bihar,31552,Tested,585,NA,1831,NA,2094,Centre,NA,2344,116,50,NA,NA,https://twitter.com/BiharHealthDept/status/1259082646530994177/photo/2,NA,https://twitter.com/sanjayjavin/status/1258992256561958913?s=09,1.85%,79.48,79476,54,119520000
10/05/2020,Bihar,32670,Tested,653,NA,2099,NA,2244,Centre,NA,2344,116,50,NA,NA,https://twitter.com/SHSBihar/status/1259472954938753024?s=19,NA,https://twitter.com/sanjayjavin/status/1259358836130869248?s=19,2.00%,82.29,82292,50,119520000
11/05/2020,Bihar,34662,Tested,714,NA,2417,NA,2204,Centre,NA,2344,116,50,NA,NA,https://twitter.com/SHSBihar/status/1259822193531224064,NA,https://twitter.com/sanjayjavin/status/1259716677639581700?s=19,2.06%,87.31,87310,49,119520000
12/05/2020,Bihar,37430,Tested,796,NA,2673,NA,2376,Centre,NA,2344,116,50,NA,NA,https://twitter.com/SHSBihar/status/1260170113812070401,NA,https://twitter.com/sanjayjavin/status/1260091241833758722,2.13%,94.28,94282,47,119520000
13/05/2020,Bihar,39149,Tested,909,NA,2604,NA,2587,Centre,NA,2344,116,50,NA,NA,https://twitter.com/SHSBihar/status/1260532080099786752,NA,https://twitter.com/sanjayjavin/status/1260443949866586116,2.32%,98.61,98612,43,119520000
14/05/2020,Bihar,40782,Tested,970,NA,2102,NA,2690,Centre,NA,2344,116,50,NA,NA,https://twitter.com/SHSBihar/status/1260898008322830336,NA,https://twitter.com/sanjayjavin/status/1260804741132464128,2.38%,102.73,102725,42,119520000
15/05/2020,Bihar,42645,Tested,1010,NA,1707,NA,2551,Centre,NA,2344,116,50,NA,NA,https://twitter.com/SHSBihar/status/1261275578952331270,NA,https://twitter.com/sanjayjavin/status/1261170726431674368,2.37%,107.42,107418,42,119520000
16/05/2020,Bihar,44340,Tested,1083,NA,1749,NA,4938,Centre,NA,2344,116,50,NA,NA,https://twitter.com/SHSBihar/status/1261617898499403776?s=09,NA,https://twitter.com/sanjayjavin/status/1261559042805301248?s=09,2.44%,111.69,111688,41,119520000
17/05/2020,Bihar,45729,Tested,1193,NA,2602,NA,5205,Centre,NA,2344,116,50,NA,NA,https://twitter.com/SHSBihar/status/1261979327413051393?s=19,NA,https://twitter.com/sanjayjavin/status/1261904932560670722?s=19,2.61%,115.19,115186,38,119520000
18/05/2020,Bihar,46996,Tested,1391,NA,3300,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/SHSBihar/status/1262366043290439681,NA,NA,2.96%,118.38,118378,34,119520000
19/05/2020,Bihar,50563,Tested,1495,NA,3560,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/SHSBihar/status/1262719669024292864,NA,NA,2.96%,127.36,127363,34,119520000
20/05/2020,Bihar,53361,Tested,1607,NA,3849,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1263072534955806722?s=19,NA,https://twitter.com/BiharHealthDept/status/1262995266472480770?s=19,3.01%,134.41,134411,33,119520000
21/05/2020,Bihar,55692,Tested,1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/SHSBihar/status/1263446215896727554,NA,NA,3.38%,140.28,140282,30,119520000
22/05/2020,Bihar,58481,Tested,2098,NA,3311,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1263795597380739073,NA,NA,3.59%,147.31,147307,28,119520000
23/05/2020,Bihar,61220,Tested,2310,NA,1414,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1264090617510006784,NA,NA,3.77%,154.21,154207,27,119520000
02/04/2020,Chandigarh,124,Tested,18,98,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,14.52%,0.31,312,7,1179000
08/04/2020,Chandigarh,184,Tested,18,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,9.78%,0.46,463,10,1179000
10/04/2020,Chandigarh,223,Tested,19,199,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,8.52%,0.56,562,12,1179000
11/04/2020,Chandigarh,264,Tested,19,223,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in,NA,NA,7.20%,0.66,665,14,1179000
12/04/2020,Chandigarh,279,Tested,21,247,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,7.53%,0.7,703,13,1179000
13/04/2020,Chandigarh,296,Tested,21,263,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in,NA,NA,7.09%,0.75,746,14,1179000
14/04/2020,Chandigarh,309,Tested,21,285,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in,NA,NA,6.80%,0.78,778,15,1179000
15/04/2020,Chandigarh,317,Tested,21,293,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in,NA,NA,6.62%,0.8,798,15,1179000
16/04/2020,Chandigarh,337,Tested,21,315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1250765375874072578?s=09,NA,NA,6.23%,0.85,849,16,1179000
17/04/2020,Chandigarh,358,Tested,21,335,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,5.87%,0.9,902,17,1179000
18/04/2020,Chandigarh,381,Tested,23,348,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.04%,0.96,960,17,1179000
19/04/2020,Chandigarh,430,Tested,26,388,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.05%,1.08,1083,17,1179000
20/04/2020,Chandigarh,453,Tested,26,417,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,5.74%,1.14,1141,17,1179000
21/04/2020,Chandigarh,497,Tested,27,445,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1252589665518936064/photo/1,NA,NA,5.43%,1.25,1252,18,1179000
22/04/2020,Chandigarh,529,Tested,27,492,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,5.10%,1.33,1332,20,1179000
23/04/2020,Chandigarh,599,Tested,27,557,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,4.51%,1.51,1509,22,1179000
24/04/2020,Chandigarh,638,Tested,27,603,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,4.23%,1.61,1607,24,1179000
25/04/2020,Chandigarh,734,Tested,28,668,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,3.81%,1.85,1849,26,1179000
26/04/2020,Chandigarh,756,Tested,30,677,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,3.97%,1.9,1904,25,1179000
27/04/2020,Chandigarh,843,Tested,40,777,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,4.74%,2.12,2123,21,1179000
28/04/2020,Chandigarh,924,Tested,56,857,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3457,NA,NA,6.06%,2.33,2327,17,1179000
29/04/2020,Chandigarh,1012,Tested,67,922,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.62%,2.55,2549,15,1179000
30/04/2020,Chandigarh,1147,Tested,74,1022,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.45%,2.89,2889,16,1179000
01/05/2020,Chandigarh,1252,Tested,88,1131,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,7.03%,3.15,3154,14,1179000
02/05/2020,Chandigarh,1462,Tested,94,1339,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.43%,3.68,3683,16,1179000
03/05/2020,Chandigarh,1616,Tested,97,1491,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3951,NA,NA,6.00%,4.07,4071,17,1179000
04/05/2020,Chandigarh,1678,Tested,102,1545,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.08%,4.23,4227,16,1179000
05/05/2020,Chandigarh,1713,Tested,115,1576,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4059?single,NA,NA,6.71%,4.31,4315,15,1179000
06/05/2020,Chandigarh,1785,Tested,120,1641,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.72%,4.5,4496,15,1179000
07/05/2020,Chandigarh,1845,Tested,129,1698,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,https://t.me/indiacovid/4186,6.99%,4.65,4647,14,1179000
08/05/2020,Chandigarh,1913,Tested,146,1748,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,https://t.me/indiacovid/4258,7.63%,4.82,4819,13,1179000
09/05/2020,Chandigarh,2055,Tested,169,1871,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4376?single,NA,http://chdcovid19.in/,8.22%,5.18,5176,12,1179000
10/05/2020,Chandigarh,2142,Tested,173,1947,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,https://t.me/indiacovid/4443,8.08%,5.4,5395,12,1179000
11/05/2020,Chandigarh,2177,Tested,173,1978,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,7.95%,5.48,5484,13,1179000
12/05/2020,Chandigarh,2276,Tested,187,2069,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,8.22%,5.73,5733,12,1179000
13/05/2020,Chandigarh,2420,Tested,189,2206,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,7.81%,6.1,6096,13,1179000
14/05/2020,Chandigarh,2505,Tested,191,2299,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,7.62%,6.31,6310,13,1179000
15/05/2020,Chandigarh,2586,Tested,191,2383,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4798,NA,http://chdcovid19.in/,7.39%,6.51,6514,14,1179000
16/05/2020,Chandigarh,2718,Tested,191,2513,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4874,NA,NA,7.03%,6.85,6846,14,1179000
17/05/2020,Chandigarh,2812,Tested,191,2604,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/36,NA,http://chdcovid19.in/,6.79%,7.08,7083,15,1179000
18/05/2020,Chandigarh,2892,Tested,196,2663,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/47,NA,http://chdcovid19.in//,6.78%,7.28,7285,15,1179000
19/05/2020,Chandigarh,3031,Tested,199,2783,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5098,NA,http://chdcovid19.in//,6.57%,7.63,7635,15,1179000
21/05/2020,Chandigarh,3369,Tested,216,3125,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/89,NA,http://chdcovid19.in//,6.41%,8.49,8486,16,1179000
22/05/2020,Chandigarh,3531,Tested,219,3234,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5325,NA,NA,NA,NA,NA,NA,NA
02/04/2020,Chhattisgarh,1232,Tested,9,921,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.cghealth.nic.in/cghealth17/,NA,NA,0.73%,3.1,3103,137,28724000
10/04/2020,Chhattisgarh,3473,Tested,18,3322,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_10042020.pdf,NA,NA,0.52%,8.75,8748,193,28724000
11/04/2020,Chhattisgarh,3858,Tested,18,3503,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/RevisedMediaBulletinHINDI_11042020.pdf,NA,NA,0.47%,9.72,9718,214,28724000
12/04/2020,Chhattisgarh,3945,Tested,31,3856,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_12042020.pdf,0.79%,9.94,9937,127,28724000
13/04/2020,Chhattisgarh,4377,Tested,31,3969,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_13042020.pdf,NA,NA,0.71%,11.03,11025,141,28724000
14/04/2020,Chhattisgarh,4812,Tested,33,4319,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_14042020.pdf,NA,NA,0.69%,12.12,12121,146,28724000
15/04/2020,Chhattisgarh,5122,Tested,33,4878,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_15042020.pdf,NA,NA,0.64%,12.9,12902,155,28724000
16/04/2020,Chhattisgarh,5519,Tested,33,5168,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_16042020.pdf,NA,NA,0.60%,13.9,13902,167,28724000
17/04/2020,Chhattisgarh,5776,Tested,36,5484,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_18042020.pdf,NA,NA,0.62%,14.55,14549,160,28724000
18/04/2020,Chhattisgarh,5776,Tested,36,5484,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/mediaBulletinHindi_18042020.pdf,NA,NA,0.62%,14.55,14549,160,28724000
19/04/2020,Chhattisgarh,6675,Tested,36,6086,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/mediaBulletinHindi_19042020.pdf,NA,NA,0.54%,16.81,16814,185,28724000
20/04/2020,Chhattisgarh,7601,Tested,36,7029,536,NA,256,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_20042020.pdf,NA,NA,0.47%,19.15,19146,211,28724000
21/04/2020,Chhattisgarh,8272,Tested,36,7555,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/,NA,NA,0.44%,20.84,20836,230,28724000
22/04/2020,Chhattisgarh,9220,Tested,36,8296,888,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/,NA,NA,0.39%,23.22,23224,256,28724000
23/04/2020,Chhattisgarh,10346,Tested,36,9206,1104,NA,327,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_23042020.pdf,NA,NA,0.35%,26.06,26060,287,28724000
24/04/2020,Chhattisgarh,11386,Tested,36,10213,1137,NA,332,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletin_24042020.pdf,NA,NA,0.32%,28.68,28680,316,28724000
25/04/2020,Chhattisgarh,12596,Tested,37,11168,1391,NA,351,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_25042020.pdf,NA,NA,0.29%,31.73,31728,340,28724000
26/04/2020,Chhattisgarh,13786,Tested,37,12406,1343,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3300?single,NA,NA,0.27%,34.73,34725,373,28724000
27/04/2020,Chhattisgarh,14987,Tested,37,13882,1068,NA,325,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_27042020.pdf,NA,NA,0.25%,37.75,37751,405,28724000
28/04/2020,Chhattisgarh,15737,Tested,38,14953,746,NA,356,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletin_28042020.pdf,NA,NA,0.24%,39.64,39640,414,28724000
29/04/2020,Chhattisgarh,16546,Tested,38,15658,850,NA,435,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_29042020.pdf,NA,NA,0.23%,41.68,41678,435,28724000
30/04/2020,Chhattisgarh,17541,Tested,40,16602,899,NA,593,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_30042020.pdf,NA,NA,0.23%,44.18,44184,439,28724000
01/05/2020,Chhattisgarh,18039,Tested,43,17199,797,NA,575,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_01052020.pdf,NA,NA,0.24%,45.44,45438,420,28724000
03/05/2020,Chhattisgarh,19902,Tested,57,18848,997,NA,578,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_03052020.pdf,NA,NA,0.29%,50.13,50131,349,28724000
05/05/2020,Chhattisgarh,21323,Tested,58,20300,965,NA,566,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_05052020.pdf,NA,NA,0.27%,53.71,53710,368,28724000
06/05/2020,Chhattisgarh,22188,Tested,59,20873,1256,NA,567,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_06052020.pdf,NA,https://twitter.com/ipskabra/status/1258033663633055745?s=19,0.27%,55.89,55889,376,28724000
08/05/2020,Chhattisgarh,23629,Tested,59,22509,1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4321,NA,NA,0.25%,59.52,59519,400,28724000
09/05/2020,Chhattisgarh,24506,Tested,59,23326,1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_09052020.pdf,NA,NA,0.24%,61.73,61728,415,28724000
10/05/2020,Chhattisgarh,25282,Tested,59,24186,1037,NA,602,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_10052020.pdf,NA,NA,0.23%,63.68,63683,429,28724000
12/05/2020,Chhattisgarh,27339,Tested,59,25741,1539,NA,623,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_12052020.pdf,NA,NA,0.22%,68.86,68864,463,28724000
13/05/2020,Chhattisgarh,28837,Tested,59,27012,1766,NA,633,Centre,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4711?single,NA,NA,0.20%,72.64,72637,489,28724000
14/05/2020,Chhattisgarh,29697,Tested,59,28234,1404,NA,580,Centre,NA,NA,NA,NA,NA,NA,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_14052020.pdf,NA,NA,0.20%,74.8,74804,503,28724000
