Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,...12,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,...21,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
31/05/2020,Arunachal Pradesh,8283,Samples Collected,4,7012,1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6353,https://t.me/Covid19india_Auxiliary_Test_Data/254,NA,http://covid19.itanagarsmartcity.in/callstatus.php,NA,NA,NA,NA,NA
01/06/2020,Arunachal Pradesh,8768,Samples Collected,22,7528,1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/261,NA,NA,NA,NA,NA,NA,NA
02/06/2020,Arunachal Pradesh,9079,Samples Collected,28,7806,1242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6398,https://t.me/Covid19india_Auxiliary_Test_Data/281,NA,http://covid19.itanagarsmartcity.in/callstatus.php,NA,NA,NA,NA,NA
03/06/2020,Arunachal Pradesh,9551,Samples Collected,38,7927,1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/295,NA,NA,NA,NA,NA,NA,NA
02/04/2020,Assam,962,Tested,16,819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_assam/status/1245742375319691264/photo/1,NA,NA,1.66%,0.03,28,60,34293000
10/04/2020,Assam,2863,Tested,29,2685,NA,NA,NA,NA,NA,NA,3212,440,240,NA,NA,NA,9245,https://t.me/indiacovid/2003?single,NA,NA,1.01%,0.08,83,99,34293000
11/04/2020,Assam,3011,Tested,29,2842,NA,NA,NA,NA,NA,NA,3212,440,240,NA,NA,NA,9514,https://t.me/indiacovid/2075?single,NA,NA,0.96%,0.09,88,104,34293000
12/04/2020,Assam,3138,Tested,29,2973,194,NA,NA,NA,NA,NA,3212,440,240,NA,NA,NA,9845,https://t.me/indiacovid/2146?single,NA,NA,0.92%,0.09,92,108,34293000
14/04/2020,Assam,3491,Tested,31,3267,193,NA,NA,NA,NA,NA,3212,440,240,NA,NA,NA,10615,https://twitter.com/nhm_assam/status/1250104916535726081/photo/1,NA,NA,0.89%,0.1,102,113,34293000
15/04/2020,Assam,3613,Tested,32,3492,89,NA,NA,NA,NA,NA,3212,440,240,NA,NA,NA,10915,https://twitter.com/nhm_assam/status/1250441490418950148/photo/1,NA,https://twitter.com/nhm_assam/status/1250441490418950148/photo/2,0.89%,0.11,105,113,34293000
16/04/2020,Assam,4108,Tested,34,3803,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,11248,https://twitter.com/nhm_assam/status/1250836057853067264?s=20,NA,NA,0.83%,0.12,120,121,34293000
17/04/2020,Assam,4236,Tested,34,4024,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,11561,https://twitter.com/nhm_assam/status/1251154796444184578,NA,NA,0.80%,0.12,124,125,34293000
18/04/2020,Assam,4400,Tested,34,4199,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,11847,https://twitter.com/nhm_assam,NA,NA,0.77%,0.13,128,129,34293000
19/04/2020,Assam,4865,Tested,34,4584,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,12148,https://twitter.com/nhm_assam/status/1251891980939825153/photo/1,NA,NA,0.70%,0.14,142,143,34293000
20/04/2020,Assam,5112,Tested,34,4937,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,12478,https://twitter.com/nhm_assam/status/1252256054907461632,NA,NA,0.67%,0.15,149,150,34293000
21/04/2020,Assam,5514,Tested,34,5245,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,12853,https://twitter.com/nhm_assam/status/1252591349670576128,NA,NA,0.62%,0.16,161,162,34293000
24/04/2020,Assam,6680,Tested,35,6391,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,14478,https://twitter.com/nhm_assam/status/1253714714485538817,NA,NA,0.52%,0.19,195,191,34293000
25/04/2020,Assam,7159,Tested,35,6781,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,14812,https://twitter.com/nhm_assam/status/1254067546023694337?s=19,NA,NA,0.49%,0.21,209,205,34293000
26/04/2020,Assam,7823,Tested,35,7474,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,15418,https://twitter.com/nhm_assam/status/1254433067911036936/photo/1,NA,NA,0.45%,0.23,228,224,34293000
27/04/2020,Assam,8117,Tested,35,7985,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,15809,https://twitter.com/nhm_assam/status/1254813929898835979,NA,NA,0.43%,0.24,237,232,34293000
28/04/2020,Assam,NA,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,34293000
29/04/2020,Assam,9520,Tested,37,8771,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,16815,https://twitter.com/nhm_assam/status/1255530189448241159,NA,NA,0.39%,0.28,278,257,34293000
30/04/2020,Assam,NA,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,34293000
01/05/2020,Assam,NA,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,34293000
02/05/2020,Assam,11623,Tested,42,10499,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,18549,https://twitter.com/nhm_assam/status/1256617639985549313?s=19,NA,NA,0.36%,0.34,339,277,34293000
03/05/2020,Assam,NA,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,34293000
04/05/2020,Assam,12775,Tested,42,11764,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,19808,https://twitter.com/nhm_assam/status/1257309042742972421?s=19,NA,NA,0.33%,0.37,373,304,34293000
05/05/2020,Assam,13442,Tested,43,12533,NA,NA,NA,NA,NA,NA,3338,440,303,NA,NA,NA,20548,https://twitter.com/nhm_assam/status/1257686398108344321,NA,NA,0.32%,0.39,392,313,34293000
09/05/2020,Assam,16167,Tested,59,15076,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,22689,https://twitter.com/nhm_assam/status/1259143253225549824?s=19,NA,NA,0.36%,0.47,471,274,34293000
10/05/2020,Assam,18002,Tested,62,16236,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,23315,https://twitter.com/nhm_assam/status/1259509134476656643?s=19,NA,NA,0.34%,0.52,525,290,34293000
11/05/2020,Assam,19589,Tested,64,17813,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,23849,https://twitter.com/nhm_assam/status/1259873813346619393,NA,NA,0.33%,0.57,571,306,34293000
12/05/2020,Assam,21791,Tested,64,19211,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,24759,https://twitter.com/nhm_assam/status/1260233750119514112,NA,NA,0.29%,0.64,635,340,34293000
13/05/2020,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,34293000
14/05/2020,Assam,25824,Tested,86,23178,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,25677,https://twitter.com/nhm_assam/status/1260970754763640833,NA,NA,0.33%,0.75,753,300,34293000
15/05/2020,Assam,28178,Tested,86,25431,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,26326,https://twitter.com/nhm_assam/status/1261333665562398722?s=19,NA,NA,0.31%,0.82,822,328,34293000
16/05/2020,Assam,31276,Tested,91,28332,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,26998,https://twitter.com/nhm_assam/status/1261711015596756992?s=19,NA,https://t.me/indiacovid/4901?single,0.29%,0.91,912,344,34293000
17/05/2020,Assam,34376,Tested,97,32035,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,26998,https://twitter.com/nhm_assam/status/1262045284873338887?s=19,NA,NA,0.28%,1,1002,354,34293000
18/05/2020,Assam,37898,Tested,106,35159,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,27849,https://t.me/indiacovid/5078?single,NA,NA,0.28%,1.11,1105,358,34293000
19/05/2020,Assam,41116,Tested,141,38138,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,28728,https://twitter.com/nhm_assam/status/1262787100228886530,NA,NA,0.34%,1.2,1199,292,34293000
20/05/2020,Assam,47084,Tested,170,42729,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,29947,https://twitter.com/nhm_assam/status/1263137328869998592,NA,NA,0.36%,1.37,1373,277,34293000
21/05/2020,Assam,51730,Tested,203,46442,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,30549,https://twitter.com/nhm_assam/status/1263506782728515586,NA,NA,0.39%,1.51,1508,255,34293000
22/05/2020,Assam,55791,Tested,259,50450,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,31245,https://twitter.com/nhm_assam/status/1263867748083314688?s=19,NA,NA,0.46%,1.63,1627,215,34293000
23/05/2020,Assam,60405,Tested,329,54185,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,32102,https://twitter.com/nhm_assam/status/1264220889811476481?s=19,NA,NA,0.54%,1.76,1761,184,34293000
24/05/2020,Assam,66444,Tested,378,58972,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,32942,https://twitter.com/nhm_assam/status/1264598647439863808?s=19,NA,NA,0.57%,1.94,1938,176,34293000
25/05/2020,Assam,70029,Tested,526,62244,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,33849,https://twitter.com/nhm_assam/status/1264971711889453064?s=19,NA,NA,0.75%,2.04,2042,133,34293000
26/05/2020,Assam,72654,Tested,616,66562,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,42489,https://twitter.com/nhm_assam/status/1265318571728666626?s=19,NA,NA,0.85%,2.12,2119,118,34293000
29/05/2020,Assam,92390,Tested,1024,84933,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,45845,https://twitter.com/nhm_assam/status/1266414513097707534?s=19,NA,NA,1.11%,2.69,2694,90,34293000
30/05/2020,Assam,101257,Tested,1185,91248,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,46915,https://twitter.com/nhm_assam/status/1266773074822782979?s=09,NA,NA,NA,NA,NA,NA,NA
31/05/2020,Assam,109097,Tested,1272,101006,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,47845,https://twitter.com/nhm_assam/status/1267131741149564928,NA,NA,NA,NA,NA,NA,NA
02/06/2020,Assam,120375,Tested,1513,111229,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,49659,https://twitter.com/nhm_assam/status/1267850997898137603,NA,NA,NA,NA,NA,NA,NA
03/06/2020,Assam,126726,Tested,1672,117650,NA,NA,NA,NA,NA,NA,3338,595,332,NA,NA,NA,NA,https://twitter.com/nhm_assam/status/1268230494988230656?s=19,NA,NA,NA,NA,NA,NA,NA
05/04/2020,Bihar,3037,Tested,32,2299,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/sanjayjavin/status/1246667952054665216,NA,NA,1.05%,0.03,25,95,119520000
05/04/2020,Bihar,3037,Tested,32,2299,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05%,0.03,25,95,119520000
08/04/2020,Bihar,4596,Tested,38,NA,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/sanjayjavin/status/1247762894063677440,NA,NA,0.83%,0.04,38,121,119520000
09/04/2020,Bihar,4991,Tested,43,NA,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1248176830856626176/photo/1,NA,NA,0.86%,0.04,42,116,119520000
10/04/2020,Bihar,5457,Tested,60,NA,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1248494623409885184/photo/1,NA,NA,1.10%,0.05,46,91,119520000
11/04/2020,Bihar,6250,Tested,61,NA,NA,NA,NA,NA,NA,NA,2344,116,50,NA,NA,NA,51075,https://twitter.com/BiharHealthDept/status/1248845966158905345?s=19,NA,https://twitter.com/BiharHealthDept/status/1248964845371674625?s=09,0.98%,0.05,52,102,119520000
12/04/2020,Bihar,6703,Tested,64,NA,618,NA,NA,NA,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/sanjayjavin/status/1249203228178296832?s=20,NA,NA,0.95%,0.06,56,105,119520000
13/04/2020,Bihar,7263,Tested,65,NA,41,NA,NA,NA,NA,NA,2344,116,50,NA,NA,NA,NA,https://t.me/indiacovid/2178?single,NA,NA,0.89%,0.06,61,112,119520000
14/04/2020,Bihar,7727,Tested,62,NA,472,NA,NA,NA,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/sanjayjavin/status/1249928292519432192?s=09,NA,NA,0.80%,0.06,65,125,119520000
15/04/2020,Bihar,8263,Tested,66,NA,565,NA,NA,NA,NA,NA,2344,116,50,NA,NA,NA,40380,https://twitter.com/sanjayjavin/status/1250296101350957058?s=09,NA,https://twitter.com/SHSBihar/status/1250345699780096001?s=09,0.80%,0.07,69,125,119520000
16/04/2020,Bihar,8846,Tested,72,NA,607,NA,NA,NA,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1250667064571785216?s=09,NA,NA,0.81%,0.07,74,123,119520000
17/04/2020,Bihar,9486,Tested,83,NA,510,NA,NA,NA,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/sanjayjavin/status/1251023696354881537,NA,NA,0.87%,0.08,79,114,119520000
18/04/2020,Bihar,10130,Tested,85,NA,512,NA,735,Centre,NA,NA,2344,116,50,NA,NA,NA,43152,https://twitter.com/BiharHealthDept/status/1251491112855973895,NA,https://twitter.com/SHSBihar/status/1251437221179060224?s=09,0.84%,0.08,85,119,119520000
19/04/2020,Bihar,10745,Tested,92,NA,644,NA,700,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://t.me/indiacovid/2664?single,NA,NA,0.86%,0.09,90,117,119520000
20/04/2020,Bihar,11319,Tested,96,NA,490,NA,802,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1252218091712524289,NA,NA,0.85%,0.09,95,118,119520000
21/04/2020,Bihar,11999,Tested,115,NA,998,NA,693,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1252564363044704256,NA,NA,0.96%,0.1,100,104,119520000
22/04/2020,Bihar,12978,Tested,136,NA,1005,NA,748,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://mobile.twitter.com/BiharHealthDept/status/1252933211488993280,NA,NA,1.05%,0.11,109,95,119520000
23/04/2020,Bihar,13785,Tested,148,NA,1240,NA,768,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1253330396726480901?s=19,NA,NA,1.07%,0.12,115,93,119520000
24/04/2020,Bihar,14924,Tested,176,NA,1000,NA,NA,NA,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/sanjayjavin/status/1253554587811774465?s=19,NA,https://twitter.com/BiharHealthDept/status/1254045733969330178,1.18%,0.12,125,85,119520000
25/04/2020,Bihar,15885,Tested,238,NA,898,NA,1255,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://t.me/indiacovid/3178,NA,NA,1.50%,0.13,133,67,119520000
26/04/2020,Bihar,17041,Tested,255,NA,1018,NA,1427,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1254402408664363008?s=20,NA,NA,1.50%,0.14,143,67,119520000
27/04/2020,Bihar,18179,Tested,328,NA,1656,NA,1614,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1254741773257248769,NA,NA,1.80%,0.15,152,55,119520000
28/04/2020,Bihar,19790,Tested,346,NA,1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1255002059994210304,NA,NA,1.75%,0.17,166,57,119520000
29/04/2020,Bihar,21180,Tested,383,NA,1948,NA,2133,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1255508656205950976?s=19,NA,NA,1.81%,0.18,177,55,119520000
30/04/2020,Bihar,22672,Tested,409,NA,1991,NA,2154,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1255823491133292545,NA,NA,1.80%,0.19,190,55,119520000
01/05/2020,Bihar,24118,Tested,466,NA,2326,NA,2156,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1256207916274720769?s=20,NA,NA,1.93%,0.2,202,52,119520000
02/05/2020,Bihar,25724,Tested,476,NA,2250,NA,2112,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1256541420544024582?s=19,NA,https://twitter.com/BiharHealthDept/status/1256473162583281666?s=19,1.85%,0.22,215,54,119520000
03/05/2020,Bihar,26951,Tested,485,NA,1346,NA,2343,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1256919058374590464?s=19,NA,https://twitter.com/BiharHealthDept/status/1256829872409686016?s=19,1.80%,0.23,225,56,119520000
04/05/2020,Bihar,28345,Tested,525,NA,527,NA,1803,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1257290178265219074,NA,https://twitter.com/sanjayjavin/status/1257177930700132353?s=19,1.85%,0.24,237,54,119520000
05/05/2020,Bihar,28791,Tested,529,NA,547,NA,1481,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1257622689050656768?s=20,NA,https://twitter.com/sanjayjavin/status/1257551487674322944?s=19,1.84%,0.24,241,54,119520000
06/05/2020,Bihar,29328,Tested,539,NA,464,NA,1425,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1257989196540547072?s=20,NA,https://twitter.com/sanjayjavin/status/1257909230872539137?s=09,1.84%,0.25,245,54,119520000
07/05/2020,Bihar,29841,Tested,547,NA,701,NA,1466,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1258347711755104258?s=19,NA,https://twitter.com/BiharHealthDept/status/1258294411605098502?s=19,1.83%,0.25,250,55,119520000
08/05/2020,Bihar,30320,Tested,564,NA,1007,NA,1995,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1258741538051538944?s=19,NA,https://twitter.com/sanjayjavin/status/1258643211679084544?s=19,1.86%,0.25,254,54,119520000
09/05/2020,Bihar,31552,Tested,585,NA,1831,NA,2094,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1259082646530994177/photo/2,NA,https://twitter.com/sanjayjavin/status/1258992256561958913?s=09,1.85%,0.26,264,54,119520000
10/05/2020,Bihar,32670,Tested,653,NA,2099,NA,2244,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/SHSBihar/status/1259472954938753024?s=19,NA,https://twitter.com/sanjayjavin/status/1259358836130869248?s=19,2.00%,0.27,273,50,119520000
11/05/2020,Bihar,34662,Tested,714,NA,2417,NA,2204,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/SHSBihar/status/1259822193531224064,NA,https://twitter.com/sanjayjavin/status/1259716677639581700?s=19,2.06%,0.29,290,49,119520000
12/05/2020,Bihar,37430,Tested,796,NA,2673,NA,2376,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/SHSBihar/status/1260170113812070401,NA,https://twitter.com/sanjayjavin/status/1260091241833758722,2.13%,0.31,313,47,119520000
13/05/2020,Bihar,39149,Tested,909,NA,2604,NA,2587,Centre,NA,NA,2344,116,50,162851,42917,NA,NA,https://twitter.com/SHSBihar/status/1260532080099786752,NA,https://twitter.com/sanjayjavin/status/1260443949866586116,2.32%,0.33,328,43,119520000
14/05/2020,Bihar,40782,Tested,970,NA,2102,NA,2690,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/SHSBihar/status/1260898008322830336,NA,https://twitter.com/sanjayjavin/status/1260804741132464128,2.38%,0.34,341,42,119520000
15/05/2020,Bihar,42645,Tested,1010,NA,1707,NA,2551,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/SHSBihar/status/1261275578952331270,NA,https://twitter.com/sanjayjavin/status/1261170726431674368,2.37%,0.36,357,42,119520000
16/05/2020,Bihar,44340,Tested,1083,NA,1749,NA,4938,Centre,NA,NA,2344,116,50,NA,NA,NA,NA,https://twitter.com/SHSBihar/status/1261617898499403776?s=09,NA,https://twitter.com/sanjayjavin/status/1261559042805301248?s=09,2.44%,0.37,371,41,119520000
17/05/2020,Bihar,45729,Tested,1193,NA,2602,NA,5205,Centre,NA,NA,2344,116,50,143572,34757,NA,NA,https://twitter.com/SHSBihar/status/1261979327413051393?s=19,NA,https://twitter.com/sanjayjavin/status/1261904932560670722?s=19,2.61%,0.38,383,38,119520000
18/05/2020,Bihar,46996,Tested,1391,NA,3300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/SHSBihar/status/1262366043290439681,NA,NA,2.96%,0.39,393,34,119520000
19/05/2020,Bihar,50563,Tested,1495,NA,3560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/SHSBihar/status/1262719669024292864,NA,NA,2.96%,0.42,423,34,119520000
20/05/2020,Bihar,53361,Tested,1607,NA,3849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1263072534955806722?s=19,NA,https://twitter.com/BiharHealthDept/status/1262995266472480770?s=19,3.01%,0.45,446,33,119520000
21/05/2020,Bihar,55692,Tested,1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/SHSBihar/status/1263446215896727554,NA,NA,3.38%,0.47,466,30,119520000
22/05/2020,Bihar,58481,Tested,2098,NA,3311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1263795597380739073,NA,NA,3.59%,0.49,489,28,119520000
23/05/2020,Bihar,61220,Tested,2344,NA,1414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5390?single,NA,https://twitter.com/BiharHealthDept/status/1264090617510006784,3.83%,0.51,512,26,119520000
24/05/2020,Bihar,63741,Tested,2507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1264535576906211328,NA,NA,3.93%,0.53,533,25,119520000
25/05/2020,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,119520000
26/05/2020,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,119520000
27/05/2020,Bihar,68262,Tested,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1265612579734347776,NA,NA,4.41%,0.57,571,23,119520000
28/05/2020,Bihar,70275,Tested,3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1265962142160699393,NA,NA,4.42%,0.59,588,23,119520000
29/05/2020,Bihar,72256,Tested,3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1266341629104799750,NA,NA,4.53%,0.6,605,22,119520000
30/05/2020,Bihar,73929,Tested,3511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1266698915262476288,NA,NA,4.75%,0.62,619,21,119520000
31/05/2020,Bihar,75737,Tested,3692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1267055745993867264,NA,NA,4.87%,0.63,634,21,119520000
01/06/2020,Bihar,78090,Tested,3872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1267426736121110528,NA,NA,4.96%,0.65,653,20,119520000
02/06/2020,Bihar,81413,Tested,4049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1267780351889268737,NA,NA,4.97%,0.68,681,20,119520000
03/06/2020,Bihar,84729,Tested,4273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1268140984656957441,NA,NA,5.04%,0.71,709,20,119520000
04/06/2020,Bihar,88313,Tested,4420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1268520472284667904,NA,NA,5.00%,0.74,739,20,119520000
02/04/2020,Chandigarh,124,Tested,18,98,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,14.52%,0.11,105,7,1179000
08/04/2020,Chandigarh,184,Tested,18,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,9.78%,0.16,156,10,1179000
10/04/2020,Chandigarh,223,Tested,19,199,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,8.52%,0.19,189,12,1179000
11/04/2020,Chandigarh,264,Tested,19,223,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in,NA,NA,7.20%,0.22,224,14,1179000
12/04/2020,Chandigarh,279,Tested,21,247,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,7.53%,0.24,237,13,1179000
13/04/2020,Chandigarh,296,Tested,21,263,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in,NA,NA,7.09%,0.25,251,14,1179000
14/04/2020,Chandigarh,309,Tested,21,285,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in,NA,NA,6.80%,0.26,262,15,1179000
15/04/2020,Chandigarh,317,Tested,21,293,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in,NA,NA,6.62%,0.27,269,15,1179000
16/04/2020,Chandigarh,337,Tested,21,315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1250765375874072578?s=09,NA,NA,6.23%,0.29,286,16,1179000
