Updated On,State,"RT-PCR Test(Includes TrueNat,CBNAAT,CRISPR)",RAT(Rapid Antigen Test),Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine...12,Tag (People in Quarantine),Total People Released From Quarantine,Total People Currently in Quarantine...15,Tag(People in Quarantine),Cumulative People in Home Isolation,Total People Currently in Isolation,Tag(People in Isolation),People released from Home Isolation,"Cases outside Home Isolation i.e Institutional Isolation,Hospital Etc.",Cumulative People in Surveillance,Total People Currently in Surveillance,Tag(People in Surveillance),People released from Surveillance,Cumulative People in Observation,People released from Observation,People on ICU Beds,People on Ventilator,People on O2 Beds,Beds Occupied(Normal/Isolation),Total Num ICU Beds,Total Num Ventilators,Total Num of O2 Beds,Total Num Beds (Normal/Isolation),Total PPE,Total N95 Masks,COVID Enquiry Calls,Number of Containment Zones,Cumulative Number of Symptomatic Cases,Cumulative Number of Asymptomatic Cases,Unknown(Nature of Cases),Tag(Nature of Cases),Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases),Source1,Source2,Source3,Source 4
14/07/2020,Andaman and Nicobar Islands,NA,NA,NA,18884,Samples Sent,171,NA,224,NA,31,Facility,NA,NA,NA,NA,0,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/330.pdf,https://dhs.andaman.gov.in/,NA,NA
15/07/2020,Andaman and Nicobar Islands,NA,NA,NA,19061,Samples Sent,176,NA,166,NA,31,Facility,NA,NA,NA,NA,0,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/331.pdf,https://dhs.andaman.gov.in/,NA,NA
16/07/2020,Andaman and Nicobar Islands,NA,NA,NA,19227,Samples Sent,180,NA,115,NA,31,Facility,NA,NA,NA,NA,0,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/332.pdf,https://dhs.andaman.gov.in/,NA,NA
17/07/2020,Andaman and Nicobar Islands,NA,NA,NA,19421,Samples Sent,194,NA,136,NA,NA,NA,NA,NA,NA,NA,1,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/333.pdf,https://dhs.andaman.gov.in/,NA,NA
18/07/2020,Andaman and Nicobar Islands,NA,NA,NA,19671,Samples Sent,198,NA,197,NA,NA,NA,NA,NA,NA,NA,1,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/334.pdf,https://dhs.andaman.gov.in/,NA,NA
19/07/2020,Andaman and Nicobar Islands,NA,NA,NA,19904,Samples Sent,203,NA,233,NA,NA,NA,NA,NA,NA,NA,0,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/335.pdf,https://dhs.andaman.gov.in/,NA,NA
20/07/2020,Andaman and Nicobar Islands,NA,NA,NA,20301,Samples Sent,207,NA,330,NA,NA,NA,NA,NA,NA,NA,1,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/336.pdf,https://dhs.andaman.gov.in/,NA,NA
21/07/2020,Andaman and Nicobar Islands,NA,NA,NA,20642,Samples Sent,212,NA,237,NA,NA,NA,NA,NA,NA,NA,0,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/337.pdf,https://dhs.andaman.gov.in/,NA,NA
22/07/2020,Andaman and Nicobar Islands,NA,NA,NA,21043,Samples Sent,221,NA,336,NA,34,Facility,NA,NA,NA,NA,2,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/338.pdf,https://dhs.andaman.gov.in/,NA,NA
23/07/2020,Andaman and Nicobar Islands,NA,NA,NA,21310,Samples Sent,240,NA,386,NA,36,Facility,NA,NA,NA,NA,4,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/339.pdf,https://dhs.andaman.gov.in/,NA,NA
24/07/2020,Andaman and Nicobar Islands,NA,NA,NA,21743,Samples Sent,259,NA,571,NA,36,Facility,NA,NA,NA,NA,6,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/340.pdf,https://dhs.andaman.gov.in/,NA,NA
25/07/2020,Andaman and Nicobar Islands,NA,NA,NA,21965,Samples Sent,290,NA,353,NA,37,Facility,NA,NA,NA,NA,19,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/341.pdf,https://dhs.andaman.gov.in/,NA,NA
26/07/2020,Andaman and Nicobar Islands,NA,NA,NA,22049,Samples Sent,324,NA,147,NA,37,Facility,NA,NA,NA,NA,28,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/342.pdf,https://dhs.andaman.gov.in/,NA,NA
27/07/2020,Andaman and Nicobar Islands,NA,NA,NA,22548,Samples Sent,338,NA,411,NA,37,Facility,NA,NA,NA,NA,34,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/343.pdf,https://dhs.andaman.gov.in/,NA,NA
28/07/2020,Andaman and Nicobar Islands,NA,NA,NA,22925,Samples Sent,363,NA,378,NA,37,Facility,NA,NA,NA,NA,42,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/345.pdf,https://dhs.andaman.gov.in/,NA,NA
29/07/2020,Andaman and Nicobar Islands,NA,NA,NA,23217,Samples Sent,428,NA,612,NA,40,Facility,NA,NA,NA,NA,84,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/346.pdf,https://dhs.andaman.gov.in/,NA,NA
30/07/2020,Andaman and Nicobar Islands,NA,NA,NA,23615,Samples Sent,471,NA,707,NA,42,Facility,NA,NA,NA,NA,102,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/347.pdf,https://dhs.andaman.gov.in/,NA,NA
31/07/2020,Andaman and Nicobar Islands,NA,NA,NA,24038,Samples Sent,548,NA,901,NA,49,Facility,NA,NA,NA,NA,121,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/348.pdf,https://dhs.andaman.gov.in/,NA,NA
01/08/2020,Andaman and Nicobar Islands,NA,NA,NA,24308,Samples Sent,636,NA,930,NA,50,Facility,NA,NA,NA,NA,185,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,NA,NA,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/349.pdf,https://dhs.andaman.gov.in/,NA,NA
02/08/2020,Andaman and Nicobar Islands,NA,NA,NA,24580,Samples Sent,734,NA,642,NA,54,Facility,NA,NA,NA,NA,263,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/350.pdf,https://dhs.andaman.gov.in/,NA,NA
03/08/2020,Andaman and Nicobar Islands,NA,NA,NA,25034,Samples Sent,830,NA,721,NA,54,Facility,NA,NA,NA,NA,325,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/351.pdf,https://dhs.andaman.gov.in/,NA,NA
04/08/2020,Andaman and Nicobar Islands,NA,NA,NA,25492,Samples Sent,928,NA,928,NA,54,Facility,NA,NA,NA,NA,384,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,NA,NA,NA,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/352.pdf,https://dhs.andaman.gov.in/,NA,NA
05/08/2020,Andaman and Nicobar Islands,NA,NA,NA,25826,Samples Sent,1027,NA,983,NA,55,Facility,NA,NA,NA,NA,410,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,NA,NA,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/353.pdf,https://dhs.andaman.gov.in/,NA,NA
06/08/2020,Andaman and Nicobar Islands,NA,NA,NA,26516,Samples Sent,1123,NA,1376,NA,66,Facility,NA,NA,NA,NA,462,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/354.pdf,https://dhs.andaman.gov.in/,NA,NA
07/08/2020,Andaman and Nicobar Islands,NA,NA,NA,26915,Samples Sent,1222,NA,1472,NA,66,Facility,NA,NA,NA,NA,503,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/355.pdf,https://dhs.andaman.gov.in/,NA,NA
08/08/2020,Andaman and Nicobar Islands,NA,NA,NA,27073,Samples Sent,1351,NA,1208,NA,70,Facility,NA,NA,NA,NA,578,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/356.pdf,https://dhs.andaman.gov.in/,NA,NA
09/08/2020,Andaman and Nicobar Islands,NA,NA,NA,27103,Samples Sent,1490,NA,912,NA,70,Facility,NA,NA,NA,NA,548,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/357.pdf,https://dhs.andaman.gov.in/,NA,NA
10/08/2020,Andaman and Nicobar Islands,NA,NA,NA,27346,Samples Sent,1625,NA,744,NA,70,Facility,NA,NA,NA,NA,650,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/358.pdf,https://dhs.andaman.gov.in/,NA,NA
11/08/2020,Andaman and Nicobar Islands,NA,NA,NA,27455,Samples Sent,1764,NA,324,NA,70,Facility,NA,NA,NA,NA,747,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/359.pdf,https://dhs.andaman.gov.in/,NA,NA
12/08/2020,Andaman and Nicobar Islands,NA,NA,NA,27744,Samples Sent,1900,NA,144,NA,70,Facility,NA,NA,NA,NA,799,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/360.pdf,https://dhs.andaman.gov.in/,NA,NA
13/08/2020,Andaman and Nicobar Islands,NA,NA,NA,27973,Samples Sent,2037,NA,188,NA,70,Facility,NA,NA,NA,NA,877,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/361.pdf,https://dhs.andaman.gov.in/,NA,NA
14/08/2020,Andaman and Nicobar Islands,NA,NA,NA,28129,Samples Sent,2186,NA,156,NA,70,Facility,NA,NA,NA,NA,902,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/362.pdf,https://dhs.andaman.gov.in/,NA,NA
15/08/2020,Andaman and Nicobar Islands,NA,NA,NA,28209,Samples Sent,2306,NA,80,NA,70,Facility,NA,NA,NA,NA,945,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/363.pdf,https://dhs.andaman.gov.in/,NA,NA
16/08/2020,Andaman and Nicobar Islands,NA,NA,NA,28229,Samples Sent,2399,NA,100,NA,70,Facility,NA,NA,NA,NA,925,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/364.pdf,https://dhs.andaman.gov.in/,NA,NA
17/08/2020,Andaman and Nicobar Islands,NA,NA,NA,28672,Samples Sent,2445,NA,268,NA,70,Facility,NA,NA,NA,NA,890,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,NA,NA,NA,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/365.pdf,https://dhs.andaman.gov.in/,NA,NA
18/08/2020,Andaman and Nicobar Islands,NA,NA,NA,28937,Samples Sent,2529,NA,281,NA,70,Facility,NA,NA,NA,NA,885,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/366.pdf,https://dhs.andaman.gov.in/,NA,NA
19/08/2020,Andaman and Nicobar Islands,NA,NA,NA,29303,Samples Sent,2604,NA,330,NA,70,Facility,NA,NA,NA,NA,851,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/367.pdf,https://dhs.andaman.gov.in/,NA,NA
20/08/2020,Andaman and Nicobar Islands,NA,NA,NA,29487,Samples Sent,2680,NA,404,NA,70,Facility,NA,NA,NA,NA,816,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/368.pdf,https://dhs.andaman.gov.in/,NA,NA
21/08/2020,Andaman and Nicobar Islands,NA,NA,NA,29573,Samples Sent,2747,NA,161,NA,70,Facility,NA,NA,NA,NA,783,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/369.pdf,https://dhs.andaman.gov.in/,NA,NA
22/08/2020,Andaman and Nicobar Islands,NA,NA,NA,29888,Samples Sent,2808,NA,315,NA,72,Facility,NA,NA,NA,NA,724,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/370.pdf,https://dhs.andaman.gov.in/,NA,NA
23/08/2020,Andaman and Nicobar Islands,NA,NA,NA,30278,Samples Sent,2860,NA,290,NA,78,Facility,NA,NA,NA,NA,636,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/371.pdf,https://dhs.andaman.gov.in/,NA,NA
24/08/2020,Andaman and Nicobar Islands,NA,NA,NA,30513,Samples Sent,2904,NA,261,NA,78,Facility,NA,NA,NA,NA,533,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/372.pdf,https://dhs.andaman.gov.in/,NA,NA
25/08/2020,Andaman and Nicobar Islands,NA,NA,NA,31082,Samples Sent,2945,NA,389,NA,78,Facility,NA,NA,NA,NA,403,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/373.pdf,https://dhs.andaman.gov.in/,NA,NA
26/08/2020,Andaman and Nicobar Islands,NA,NA,NA,31646,Samples Sent,2985,NA,312,NA,78,Facility,NA,NA,NA,NA,366,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/374.pdf,https://dhs.andaman.gov.in/,NA,NA
27/08/2020,Andaman and Nicobar Islands,NA,NA,NA,31830,Samples Sent,3018,NA,270,NA,78,Facility,NA,NA,NA,NA,333,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/375.pdf,https://dhs.andaman.gov.in/,NA,NA
28/08/2020,Andaman and Nicobar Islands,NA,NA,NA,32100,Samples Sent,3050,NA,285,NA,78,Facility,NA,NA,NA,NA,297,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/376.pdf,https://dhs.andaman.gov.in/,NA,NA
29/08/2020,Andaman and Nicobar Islands,NA,NA,NA,32407,Samples Sent,3081,NA,301,NA,78,Facility,NA,NA,NA,NA,223,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/377.pdf,https://dhs.andaman.gov.in/,NA,NA
30/08/2020,Andaman and Nicobar Islands,NA,NA,NA,32674,Samples Sent,3104,NA,204,NA,89,Facility,NA,NA,NA,NA,169,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/378.pdf,https://dhs.andaman.gov.in/,NA,NA
31/08/2020,Andaman and Nicobar Islands,NA,NA,NA,33485,Samples Sent,3132,NA,275,NA,89,Facility,NA,NA,NA,NA,173,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/379.pdf,https://dhs.andaman.gov.in/,NA,NA
01/09/2020,Andaman and Nicobar Islands,NA,NA,NA,35104,Samples Sent,3160,NA,246,NA,91,Facility,NA,NA,NA,NA,132,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/380.pdf,https://dhs.andaman.gov.in/,NA,NA
02/09/2020,Andaman and Nicobar Islands,NA,NA,NA,36136,Samples Sent,NA,NA,260,NA,91,Facility,NA,NA,NA,NA,106,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/381.pdf,https://dhs.andaman.gov.in/,NA,NA
03/09/2020,Andaman and Nicobar Islands,NA,NA,NA,37075,Samples Sent,3223,NA,264,NA,91,Facility,NA,NA,NA,NA,82,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/382.pdf,https://dhs.andaman.gov.in/,NA,NA
04/09/2020,Andaman and Nicobar Islands,NA,NA,NA,37825,Samples Sent,3257,NA,175,NA,91,Facility,NA,NA,NA,NA,77,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/383.pdf,https://dhs.andaman.gov.in/,NA,NA
05/09/2020,Andaman and Nicobar Islands,NA,NA,NA,38574,Samples Sent,3292,NA,189,NA,93,Facility,NA,NA,NA,NA,68,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/384.pdf,https://dhs.andaman.gov.in/,NA,NA
06/09/2020,Andaman and Nicobar Islands,NA,NA,NA,39205,Samples Sent,3332,NA,120,NA,94,Facility,NA,NA,NA,NA,75,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/385.pdf,https://dhs.andaman.gov.in/,NA,NA
07/09/2020,Andaman and Nicobar Islands,NA,NA,NA,39995,Samples Sent,3359,NA,287,NA,NA,Facility,NA,NA,NA,NA,64,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/386.pdf,https://dhs.andaman.gov.in/,NA,NA
08/09/2020,Andaman and Nicobar Islands,NA,NA,NA,41039,Samples Sent,3392,NA,261,NA,NA,Facility,NA,NA,NA,NA,58,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/387.pdf,https://dhs.andaman.gov.in/,NA,NA
09/09/2020,Andaman and Nicobar Islands,NA,NA,NA,41776,Samples Sent,3426,NA,238,NA,NA,Facility,NA,NA,NA,NA,50,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/388.pdf,https://dhs.andaman.gov.in/,NA,NA
10/09/2020,Andaman and Nicobar Islands,NA,NA,NA,42792,Samples Sent,3465,NA,207,NA,NA,Facility,NA,NA,NA,NA,42,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/391.pdf,https://dhs.andaman.gov.in/,NA,NA
11/09/2020,Andaman and Nicobar Islands,NA,NA,NA,43680,Samples Sent,3494,NA,197,NA,NA,Facility,NA,NA,NA,NA,39,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/392.pdf,https://dhs.andaman.gov.in/,NA,NA
12/09/2020,Andaman and Nicobar Islands,NA,NA,NA,44570,Samples Sent,3521,NA,160,NA,NA,Facility,NA,NA,NA,NA,39,Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.andaman.gov.in/NewEvents/393.pdf,https://dhs.andaman.gov.in/,NA,NA
