Country	Recovered	Confirmed	Deaths	Date
Ukraine	0	14	2	2020-03-17
United Arab Emirates	23	98	0	2020-03-17
United Kingdom	53	1960	56	2020-03-17
Uruguay	0	29	0	2020-03-17
US	17	6421	108	2020-03-17
Uzbekistan	0	10	0	2020-03-17
Venezuela	0	33	0	2020-03-17
Vietnam	16	66	0	2020-03-17
Afghanistan	1	22	0	2020-03-18
Albania	0	59	2	2020-03-18
Algeria	12	74	7	2020-03-18
Andorra	1	39	0	2020-03-18
Antigua and Barbuda	0	1	0	2020-03-18
Argentina	3	79	2	2020-03-18
Armenia	1	84	0	2020-03-18
Aruba	0	4	0	2020-03-18
Australia	23	568	6	2020-03-18
Austria	9	1646	4	2020-03-18
Azerbaijan	6	28	1	2020-03-18
Bahrain	88	256	1	2020-03-18
Bangladesh	3	14	1	2020-03-18
Barbados	0	2	0	2020-03-18
Belarus	5	51	0	2020-03-18
Belgium	31	1486	14	2020-03-18
Benin	0	2	0	2020-03-18
Bhutan	0	1	0	2020-03-18
Bolivia	0	12	0	2020-03-18
Bosnia and Herzegovina	2	38	0	2020-03-18
Brazil	2	372	3	2020-03-18
Brunei	0	68	0	2020-03-18
Bulgaria	0	92	2	2020-03-18
Burkina Faso	0	20	1	2020-03-18
Cambodia	1	35	0	2020-03-18
Cameroon	0	10	0	2020-03-18
Canada	9	657	8	2020-03-18
Central African Republic	0	1	0	2020-03-18
Chile	0	238	0	2020-03-18
China	69755	81102	3241	2020-03-18
Colombia	1	93	0	2020-03-18
Congo (Brazzaville)	0	1	0	2020-03-18
Congo (Kinshasa)	0	4	0	2020-03-18
Costa Rica	0	50	0	2020-03-18
Cote d'Ivoire	1	6	0	2020-03-18
Croatia	4	81	0	2020-03-18
Cruise Ship	325	712	7	2020-03-18
Cuba	0	7	1	2020-03-18
Cyprus	0	49	0	2020-03-18
Czechia	3	464	0	2020-03-18
Denmark	1	1115	4	2020-03-18
Djibouti	0	1	0	2020-03-18
Dominican Republic	0	21	1	2020-03-18
Ecuador	0	111	2	2020-03-18
Egypt	32	196	6	2020-03-18
Equatorial Guinea	0	4	0	2020-03-18
Estonia	1	258	0	2020-03-18
Eswatini	0	1	0	2020-03-18
Ethiopia	0	6	0	2020-03-18
Finland	10	336	0	2020-03-18
France	12	9052	148	2020-03-18
French Guiana	0	11	0	2020-03-18
Gabon	0	1	0	2020-03-18
Gambia, The	0	1	0	2020-03-18
Georgia	1	38	0	2020-03-18
Germany	105	12327	28	2020-03-18
Ghana	0	7	0	2020-03-18
Greece	8	418	5	2020-03-18
Greenland	0	1	0	2020-03-18
Guadeloupe	0	27	0	2020-03-18
Guam	0	0	0	2020-03-18
Guatemala	0	6	1	2020-03-18
Guernsey	0	0	0	2020-03-18
Guinea	0	1	0	2020-03-18
Guyana	0	7	1	2020-03-18
Holy See	0	1	0	2020-03-18
Honduras	0	9	0	2020-03-18
Hungary	2	58	1	2020-03-18
Iceland	5	250	1	2020-03-18
India	14	156	3	2020-03-18
Indonesia	11	227	19	2020-03-18
Iran	5389	17361	1135	2020-03-18
Iraq	43	164	12	2020-03-18
Ireland	5	292	2	2020-03-18
Israel	11	433	0	2020-03-18
Italy	4025	35713	2978	2020-03-18
Jamaica	2	13	0	2020-03-18
Japan	144	889	29	2020-03-18
Jersey	0	0	0	2020-03-18
Jordan	1	52	0	2020-03-18
Kazakhstan	0	35	0	2020-03-18
Kenya	0	3	0	2020-03-18
Korea, South	1540	8413	84	2020-03-18
Kosovo	0	2	0	2020-03-18
Kuwait	15	142	0	2020-03-18
Kyrgyzstan	0	3	0	2020-03-18
Latvia	1	71	0	2020-03-18
Lebanon	3	133	3	2020-03-18
Liberia	0	2	0	2020-03-18
Liechtenstein	0	28	0	2020-03-18
Lithuania	1	27	0	2020-03-18
Luxembourg	0	203	2	2020-03-18
Malaysia	60	790	2	2020-03-18
Maldives	0	13	0	2020-03-18
Malta	2	38	0	2020-03-18
Martinique	0	19	1	2020-03-18
Mauritania	0	1	0	2020-03-18
Mauritius	0	3	0	2020-03-18
Mayotte	0	3	0	2020-03-18
Mexico	4	93	0	2020-03-18
Moldova	1	30	1	2020-03-18
Monaco	0	7	0	2020-03-18
Mongolia	0	6	0	2020-03-18
Montenegro	0	1	0	2020-03-18
Morocco	1	49	2	2020-03-18
Namibia	0	2	0	2020-03-18
Nepal	1	1	0	2020-03-18
Netherlands	2	2056	58	2020-03-18
New Zealand	0	20	0	2020-03-18
Nigeria	1	8	0	2020-03-18
North Macedonia	1	35	0	2020-03-18
Norway	1	1550	6	2020-03-18
Oman	12	39	0	2020-03-18
Pakistan	2	299	0	2020-03-18
Panama	0	86	1	2020-03-18
Paraguay	0	11	0	2020-03-18
Peru	1	145	0	2020-03-18
Philippines	5	202	19	2020-03-18
Poland	13	251	5	2020-03-18
Portugal	3	448	2	2020-03-18
Puerto Rico	0	0	0	2020-03-18
Qatar	4	452	0	2020-03-18
Republic of the Congo	0	0	0	2020-03-18
Reunion	0	12	0	2020-03-18
Romania	19	260	0	2020-03-18
Russia	8	147	0	2020-03-18
Rwanda	0	8	0	2020-03-18
Saint Lucia	0	2	0	2020-03-18
Saint Vincent and the Grenadines	0	1	0	2020-03-18
San Marino	4	119	11	2020-03-18
Saudi Arabia	6	171	0	2020-03-18
Senegal	2	31	0	2020-03-18
Serbia	1	83	0	2020-03-18
Seychelles	0	4	0	2020-03-18
Singapore	114	313	0	2020-03-18
Slovakia	0	105	1	2020-03-18
Slovenia	0	275	1	2020-03-18
Somalia	0	1	0	2020-03-18
South Africa	0	116	0	2020-03-18
Spain	1081	13910	623	2020-03-18
Sri Lanka	1	51	0	2020-03-18
Sudan	0	2	1	2020-03-18
Suriname	0	1	0	2020-03-18
Sweden	1	1279	10	2020-03-18
Switzerland	15	3028	28	2020-03-18
Taiwan*	22	100	1	2020-03-18
Tanzania	0	3	0	2020-03-18
Thailand	42	212	1	2020-03-18
The Bahamas	0	1	0	2020-03-18
The Gambia	0	0	0	2020-03-18
Togo	0	1	0	2020-03-18
Trinidad and Tobago	0	7	0	2020-03-18
Tunisia	0	29	0	2020-03-18
Turkey	0	98	1	2020-03-18
Ukraine	0	14	2	2020-03-18
United Arab Emirates	26	113	0	2020-03-18
United Kingdom	67	2642	72	2020-03-18
Uruguay	0	50	0	2020-03-18
US	106	7786	118	2020-03-18
Uzbekistan	0	15	0	2020-03-18
Venezuela	0	36	0	2020-03-18
Vietnam	16	75	0	2020-03-18
Zambia	0	2	0	2020-03-18
Afghanistan	1	22	0	2020-03-19
Albania	0	64	2	2020-03-19
Algeria	32	87	9	2020-03-19
Andorra	1	53	0	2020-03-19
Antigua and Barbuda	0	1	0	2020-03-19
Argentina	3	97	3	2020-03-19
Armenia	1	115	0	2020-03-19
Aruba	0	4	0	2020-03-19
Australia	26	681	6	2020-03-19
Austria	9	2013	6	2020-03-19
Azerbaijan	6	44	1	2020-03-19
Bahamas, The	0	3	0	2020-03-19
Bahrain	100	278	1	2020-03-19
Bangladesh	3	17	1	2020-03-19
Barbados	0	5	0	2020-03-19
Belarus	5	51	0	2020-03-19
Belgium	31	1795	21	2020-03-19
Benin	0	2	0	2020-03-19
Bhutan	0	1	0	2020-03-19
Bolivia	0	12	0	2020-03-19
Bosnia and Herzegovina	2	63	0	2020-03-19
Brazil	2	621	6	2020-03-19
Brunei	0	75	0	2020-03-19
Bulgaria	0	94	3	2020-03-19
Burkina Faso	0	33	1	2020-03-19
Cambodia	1	37	0	2020-03-19
Cameroon	0	13	0	2020-03-19
Canada	9	800	9	2020-03-19
Central African Republic	0	1	0	2020-03-19
Chad	0	1	0	2020-03-19
Chile	0	238	0	2020-03-19
China	70535	81156	3249	2020-03-19
Colombia	1	102	0	2020-03-19
Congo (Brazzaville)	0	3	0	2020-03-19
Congo (Kinshasa)	0	14	0	2020-03-19
Costa Rica	0	69	1	2020-03-19
Cote d'Ivoire	1	9	0	2020-03-19
Croatia	5	105	1	2020-03-19
Cruise Ship	325	712	7	2020-03-19
Cuba	0	11	1	2020-03-19
Cyprus	0	67	0	2020-03-19
Czechia	3	694	0	2020-03-19
Denmark	1	1225	6	2020-03-19
Djibouti	0	1	0	2020-03-19
Dominican Republic	0	34	2	2020-03-19
Ecuador	0	199	3	2020-03-19
Egypt	32	256	6	2020-03-19
El Salvador	0	1	0	2020-03-19
Equatorial Guinea	0	6	0	2020-03-19
Estonia	1	267	0	2020-03-19
Eswatini	0	1	0	2020-03-19
Ethiopia	0	6	0	2020-03-19
Fiji	0	1	0	2020-03-19
Finland	10	400	0	2020-03-19
France	12	10886	243	2020-03-19
French Guiana	0	11	0	2020-03-19
Gabon	0	1	0	2020-03-19
Gambia, The	0	1	0	2020-03-19
Georgia	1	40	0	2020-03-19
Germany	113	15320	44	2020-03-19
Ghana	0	11	0	2020-03-19
Greece	8	418	6	2020-03-19
Greenland	0	0	0	2020-03-19
Guadeloupe	0	33	0	2020-03-19
Guam	0	0	0	2020-03-19
Guatemala	0	9	1	2020-03-19
Guernsey	0	0	0	2020-03-19
Guinea	0	1	0	2020-03-19
Guyana	0	7	1	2020-03-19
Holy See	0	1	0	2020-03-19
Honduras	0	12	0	2020-03-19
Hungary	2	73	1	2020-03-19
Iceland	5	330	1	2020-03-19
India	15	194	4	2020-03-19
Indonesia	11	311	25	2020-03-19
Iran	5710	18407	1284	2020-03-19
Iraq	43	192	13	2020-03-19
Ireland	5	557	3	2020-03-19
Israel	11	677	0	2020-03-19
Italy	4440	41035	3405	2020-03-19
Jamaica	2	15	1	2020-03-19
Japan	150	924	29	2020-03-19
Jersey	0	0	0	2020-03-19
Jordan	1	69	0	2020-03-19
Kazakhstan	0	44	0	2020-03-19
Kenya	0	7	0	2020-03-19
Korea, South	1540	8565	91	2020-03-19
Kosovo	0	2	0	2020-03-19
Kuwait	18	148	0	2020-03-19
Kyrgyzstan	0	3	0	2020-03-19
Latvia	1	86	0	2020-03-19
Lebanon	4	157	4	2020-03-19
Liberia	0	2	0	2020-03-19
Liechtenstein	0	28	0	2020-03-19
Lithuania	1	36	0	2020-03-19
Luxembourg	0	335	4	2020-03-19
Malaysia	75	900	2	2020-03-19
Maldives	0	13	0	2020-03-19
Malta	2	53	0	2020-03-19
Martinique	0	23	1	2020-03-19
Mauritania	0	2	0	2020-03-19
Mauritius	0	3	0	2020-03-19
Mayotte	0	3	0	2020-03-19
Mexico	4	118	1	2020-03-19
Moldova	1	49	1	2020-03-19
Monaco	0	7	0	2020-03-19
Mongolia	0	6	0	2020-03-19
Montenegro	0	3	0	2020-03-19
Morocco	1	63	2	2020-03-19
Namibia	0	3	0	2020-03-19
Nepal	1	1	0	2020-03-19
Netherlands	2	2465	77	2020-03-19
New Zealand	0	28	0	2020-03-19
Nicaragua	0	1	0	2020-03-19
Nigeria	1	8	0	2020-03-19
North Macedonia	1	48	0	2020-03-19
Norway	1	1746	7	2020-03-19
Oman	12	48	0	2020-03-19
Pakistan	13	454	2	2020-03-19
Panama	0	109	1	2020-03-19
Paraguay	0	11	0	2020-03-19
Peru	1	234	0	2020-03-19
Philippines	8	217	17	2020-03-19
Poland	1	355	5	2020-03-19
Portugal	3	785	3	2020-03-19
Puerto Rico	0	0	0	2020-03-19
Qatar	4	460	0	2020-03-19
Republic of the Congo	0	0	0	2020-03-19
Reunion	0	14	0	2020-03-19
Romania	25	277	0	2020-03-19
Russia	9	199	1	2020-03-19
Rwanda	0	8	0	2020-03-19
Saint Lucia	0	2	0	2020-03-19
Saint Vincent and the Grenadines	0	1	0	2020-03-19
San Marino	4	119	11	2020-03-19
Saudi Arabia	6	274	0	2020-03-19
Senegal	2	31	0	2020-03-19
Serbia	1	103	0	2020-03-19
Seychelles	0	6	0	2020-03-19
Singapore	114	345	0	2020-03-19
Slovakia	0	123	1	2020-03-19
Slovenia	0	286	1	2020-03-19
Somalia	0	1	0	2020-03-19
South Africa	0	150	0	2020-03-19
Spain	1107	17963	830	2020-03-19
Sri Lanka	3	60	0	2020-03-19
Sudan	0	2	1	2020-03-19
Suriname	0	1	0	2020-03-19
Sweden	16	1439	11	2020-03-19
Switzerland	15	4075	41	2020-03-19
Taiwan*	26	108	1	2020-03-19
Tanzania	0	6	0	2020-03-19
Thailand	42	272	1	2020-03-19
The Bahamas	0	0	0	2020-03-19
The Gambia	0	0	0	2020-03-19
Togo	0	1	0	2020-03-19
Trinidad and Tobago	0	9	0	2020-03-19
Tunisia	0	39	1	2020-03-19
Turkey	0	192	3	2020-03-19
Ukraine	0	16	2	2020-03-19
United Arab Emirates	31	140	0	2020-03-19
United Kingdom	67	2716	138	2020-03-19
Uruguay	0	79	0	2020-03-19
US	108	13680	200	2020-03-19
Uzbekistan	0	23	0	2020-03-19
Venezuela	0	42	0	2020-03-19
Vietnam	16	85	0	2020-03-19
Zambia	0	2	0	2020-03-19
Afghanistan	1	24	0	2020-03-20
Albania	0	70	2	2020-03-20
Algeria	32	90	11	2020-03-20
Andorra	1	75	0	2020-03-20
Angola	0	1	0	2020-03-20
Antigua and Barbuda	0	1	0	2020-03-20
Argentina	3	128	3	2020-03-20
Armenia	1	136	0	2020-03-20
Australia	26	791	7	2020-03-20
Austria	9	2388	6	2020-03-20
Azerbaijan	6	44	1	2020-03-20
Bahamas, The	0	3	0	2020-03-20
Bahrain	100	285	1	2020-03-20
Bangladesh	3	20	1	2020-03-20
Barbados	0	5	0	2020-03-20
Belarus	5	69	0	2020-03-20
Belgium	1	2257	37	2020-03-20
Benin	0	2	0	2020-03-20
Bhutan	0	2	0	2020-03-20
Bolivia	0	15	0	2020-03-20
Bosnia and Herzegovina	2	89	0	2020-03-20
Brazil	2	793	11	2020-03-20
Brunei	1	78	0	2020-03-20
Bulgaria	0	127	3	2020-03-20
Burkina Faso	0	40	1	2020-03-20
Cabo Verde	0	1	0	2020-03-20
Cambodia	1	51	0	2020-03-20
Cameroon	0	20	0	2020-03-20
Canada	9	943	12	2020-03-20
Central African Republic	0	3	0	2020-03-20
Chad	0	1	0	2020-03-20
Chile	6	434	0	2020-03-20
China	71266	81250	3253	2020-03-20
Colombia	1	128	0	2020-03-20
Congo (Brazzaville)	0	3	0	2020-03-20
Congo (Kinshasa)	0	18	0	2020-03-20
Costa Rica	0	89	1	2020-03-20
Cote d'Ivoire	1	9	0	2020-03-20
Croatia	5	128	1	2020-03-20
Cruise Ship	325	712	7	2020-03-20
Cuba	0	16	1	2020-03-20
Cyprus	0	67	0	2020-03-20
Czechia	4	833	0	2020-03-20
Denmark	1	1337	9	2020-03-20
Djibouti	0	1	0	2020-03-20
Dominican Republic	0	72	2	2020-03-20
Ecuador	0	367	5	2020-03-20
Egypt	39	285	8	2020-03-20
El Salvador	0	1	0	2020-03-20
Equatorial Guinea	0	6	0	2020-03-20
Estonia	1	283	0	2020-03-20
Eswatini	0	1	0	2020-03-20
Ethiopia	0	9	0	2020-03-20
Fiji	0	1	0	2020-03-20
Finland	10	450	0	2020-03-20
France	12	12632	450	2020-03-20
French Guiana	0	15	0	2020-03-20
Gabon	0	3	1	2020-03-20
Gambia, The	0	1	0	2020-03-20
Georgia	1	43	0	2020-03-20
Germany	180	19848	67	2020-03-20
Ghana	0	16	0	2020-03-20
Greece	19	495	6	2020-03-20
Greenland	0	0	0	2020-03-20
Guadeloupe	0	45	0	2020-03-20
Guam	0	0	0	2020-03-20
Guatemala	0	12	1	2020-03-20
Guernsey	0	0	0	2020-03-20
Guinea	0	1	0	2020-03-20
Guyana	0	7	1	2020-03-20
Haiti	0	2	0	2020-03-20
Holy See	0	1	0	2020-03-20
Honduras	0	24	0	2020-03-20
Hungary	2	85	3	2020-03-20
Iceland	5	409	0	2020-03-20
India	20	244	5	2020-03-20
Indonesia	15	369	32	2020-03-20
Iran	6745	19644	1433	2020-03-20
Iraq	49	208	17	2020-03-20
Ireland	5	683	3	2020-03-20
Israel	14	705	0	2020-03-20
Italy	4440	47021	4032	2020-03-20
Jamaica	2	16	1	2020-03-20
Japan	191	963	33	2020-03-20
Jersey	0	0	0	2020-03-20
Jordan	1	85	0	2020-03-20
Kazakhstan	0	49	3	2020-03-20
Kenya	0	7	0	2020-03-20
Korea, South	1540	8652	94	2020-03-20
Kosovo	0	2	0	2020-03-20
Kuwait	18	159	0	2020-03-20
Kyrgyzstan	0	6	0	2020-03-20
Latvia	1	111	0	2020-03-20
Lebanon	4	163	4	2020-03-20
Liberia	0	2	0	2020-03-20
Liechtenstein	0	28	0	2020-03-20
Lithuania	1	49	0	2020-03-20
Luxembourg	0	484	4	2020-03-20
Madagascar	0	3	0	2020-03-20
Malaysia	87	1030	3	2020-03-20
Maldives	0	13	0	2020-03-20
Malta	2	64	0	2020-03-20
Martinique	0	32	1	2020-03-20
Mauritania	0	2	0	2020-03-20
Mauritius	0	12	0	2020-03-20
Mayotte	0	6	0	2020-03-20
Mexico	4	164	1	2020-03-20
Moldova	1	66	1	2020-03-20
Monaco	0	11	0	2020-03-20
Mongolia	0	6	0	2020-03-20
Montenegro	0	14	0	2020-03-20
Morocco	1	77	3	2020-03-20
Namibia	0	3	0	2020-03-20
Nepal	1	1	0	2020-03-20
Netherlands	2	3003	107	2020-03-20
New Zealand	0	39	0	2020-03-20
Nicaragua	0	1	0	2020-03-20
Niger	0	1	0	2020-03-20
Nigeria	1	12	0	2020-03-20
North Macedonia	1	67	0	2020-03-20
Norway	1	1914	7	2020-03-20
Oman	12	48	0	2020-03-20
Pakistan	13	501	3	2020-03-20
Panama	0	137	1	2020-03-20
Papua New Guinea	0	1	0	2020-03-20
Paraguay	0	13	0	2020-03-20
Peru	1	234	3	2020-03-20
Philippines	8	230	18	2020-03-20
Poland	1	425	5	2020-03-20
Portugal	5	1020	6	2020-03-20
Puerto Rico	0	0	0	2020-03-20
Qatar	10	470	0	2020-03-20
Republic of the Congo	0	0	0	2020-03-20
Reunion	0	28	0	2020-03-20
Romania	25	308	0	2020-03-20
Russia	9	253	1	2020-03-20
Rwanda	0	17	0	2020-03-20
Saint Lucia	0	2	0	2020-03-20
Saint Vincent and the Grenadines	0	1	0	2020-03-20
San Marino	4	144	14	2020-03-20
Saudi Arabia	8	344	0	2020-03-20
Senegal	2	38	0	2020-03-20
Serbia	1	135	1	2020-03-20
Seychelles	0	7	0	2020-03-20
Singapore	124	385	0	2020-03-20
Slovakia	0	137	1	2020-03-20
Slovenia	0	341	1	2020-03-20
Somalia	0	1	0	2020-03-20
South Africa	0	202	0	2020-03-20
Spain	1588	20410	1043	2020-03-20
Sri Lanka	3	73	0	2020-03-20
Sudan	0	2	1	2020-03-20
Suriname	0	4	0	2020-03-20
Sweden	16	1639	16	2020-03-20
Switzerland	15	5294	54	2020-03-20
Taiwan*	26	135	2	2020-03-20
Tanzania	0	6	0	2020-03-20
Thailand	42	322	1	2020-03-20
The Bahamas	0	0	0	2020-03-20
The Gambia	0	0	0	2020-03-20
Togo	1	9	0	2020-03-20
Trinidad and Tobago	0	9	0	2020-03-20
Tunisia	0	54	1	2020-03-20
Turkey	0	359	4	2020-03-20
Ukraine	0	29	3	2020-03-20
United Arab Emirates	31	140	2	2020-03-20
United Kingdom	67	4014	178	2020-03-20
Uruguay	0	94	0	2020-03-20
US	147	19101	244	2020-03-20
Uzbekistan	0	33	0	2020-03-20
Venezuela	0	42	0	2020-03-20
Vietnam	16	91	0	2020-03-20
Zambia	0	2	0	2020-03-20
Zimbabwe	0	1	0	2020-03-20
Afghanistan	1	24	0	2020-03-21
Albania	2	76	2	2020-03-21
Algeria	32	139	15	2020-03-21
Andorra	1	88	0	2020-03-21
Angola	0	2	0	2020-03-21
Antigua and Barbuda	0	1	0	2020-03-21
Argentina	3	158	4	2020-03-21
Armenia	1	160	0	2020-03-21
Australia	26	1071	7	2020-03-21
Austria	9	2814	8	2020-03-21
Azerbaijan	11	53	1	2020-03-21
Bahamas, The	0	4	0	2020-03-21
Bahrain	125	305	1	2020-03-21
Bangladesh	3	25	2	2020-03-21
Barbados	0	6	0	2020-03-21
Belarus	15	76	0	2020-03-21
Belgium	263	2815	67	2020-03-21
Benin	0	2	0	2020-03-21
Bhutan	0	2	0	2020-03-21
Bolivia	0	19	0	2020-03-21
Bosnia and Herzegovina	2	93	1	2020-03-21
Brazil	2	1021	15	2020-03-21
Brunei	2	83	0	2020-03-21
Bulgaria	3	163	3	2020-03-21
Burkina Faso	5	64	2	2020-03-21
Cabo Verde	0	3	0	2020-03-21
Cambodia	1	53	0	2020-03-21
Cameroon	0	27	0	2020-03-21
Canada	10	1278	19	2020-03-21
Cape Verde	0	1	0	2020-03-21
Central African Republic	0	3	0	2020-03-21
Chad	0	1	0	2020-03-21
Chile	6	537	0	2020-03-21
China	71857	81305	3259	2020-03-21
Colombia	1	196	0	2020-03-21
Congo (Brazzaville)	0	3	0	2020-03-21
Congo (Kinshasa)	0	23	1	2020-03-21
Costa Rica	2	117	2	2020-03-21
Cote d'Ivoire	1	14	0	2020-03-21
Croatia	5	206	1	2020-03-21
Cruise Ship	325	712	8	2020-03-21
Cuba	0	21	1	2020-03-21
Cyprus	0	84	0	2020-03-21
Czechia	6	995	0	2020-03-21
Denmark	1	1420	13	2020-03-21
Djibouti	0	1	0	2020-03-21
Dominican Republic	0	112	2	2020-03-21
East Timor	0	1	0	2020-03-21
Ecuador	3	506	7	2020-03-21
Egypt	41	294	10	2020-03-21
El Salvador	0	3	0	2020-03-21
Equatorial Guinea	0	6	0	2020-03-21
Eritrea	0	1	0	2020-03-21
Estonia	1	306	0	2020-03-21
Eswatini	0	1	0	2020-03-21
Ethiopia	0	9	0	2020-03-21
Fiji	0	1	0	2020-03-21
Finland	10	523	1	2020-03-21
France	12	14308	562	2020-03-21
French Guiana	6	18	0	2020-03-21
Gabon	0	4	1	2020-03-21
Gambia, The	0	1	0	2020-03-21
Georgia	1	49	0	2020-03-21
Germany	233	22213	84	2020-03-21
Ghana	0	19	1	2020-03-21
Greece	19	530	13	2020-03-21
Greenland	0	0	0	2020-03-21
Guadeloupe	0	53	0	2020-03-21
Guam	0	0	0	2020-03-21
Guatemala	0	17	1	2020-03-21
Guernsey	0	0	0	2020-03-21
Guinea	0	2	0	2020-03-21
Guyana	0	7	1	2020-03-21
Haiti	0	2	0	2020-03-21
Holy See	0	1	0	2020-03-21
Honduras	0	24	0	2020-03-21
Hungary	7	103	4	2020-03-21
Iceland	22	473	1	2020-03-21
India	23	330	4	2020-03-21
Indonesia	15	450	38	2020-03-21
Iran	7635	20610	1556	2020-03-21
Iraq	51	214	17	2020-03-21
Ireland	5	785	3	2020-03-21
Israel	36	883	1	2020-03-21
Italy	6072	53578	4825	2020-03-21
Jamaica	2	16	1	2020-03-21
Japan	232	1007	35	2020-03-21
Jersey	0	0	0	2020-03-21
Jordan	1	85	0	2020-03-21
Kazakhstan	0	53	0	2020-03-21
Kenya	0	7	0	2020-03-21
Korea, South	1540	8799	102	2020-03-21
Kosovo	0	2	0	2020-03-21
Kuwait	27	176	0	2020-03-21
Kyrgyzstan	0	14	0	2020-03-21
Latvia	1	124	0	2020-03-21
Lebanon	4	187	4	2020-03-21
Liberia	0	3	0	2020-03-21
Liechtenstein	0	37	0	2020-03-21
Lithuania	1	83	1	2020-03-21
Luxembourg	0	670	8	2020-03-21
Madagascar	0	3	0	2020-03-21
Malaysia	114	1183	4	2020-03-21
Maldives	0	13	0	2020-03-21
Malta	2	73	0	2020-03-21
Martinique	0	32	1	2020-03-21
Mauritania	0	2	0	2020-03-21
Mauritius	0	14	1	2020-03-21
Mayotte	0	7	0	2020-03-21
Mexico	4	203	2	2020-03-21
Moldova	1	80	1	2020-03-21
Monaco	0	11	0	2020-03-21
Mongolia	0	10	0	2020-03-21
Montenegro	0	14	0	2020-03-21
Morocco	3	96	3	2020-03-21
Namibia	0	3	0	2020-03-21
Nepal	1	1	0	2020-03-21
Netherlands	2	3640	137	2020-03-21
New Zealand	0	52	0	2020-03-21
Nicaragua	0	2	0	2020-03-21
Niger	0	1	0	2020-03-21
Nigeria	1	22	0	2020-03-21
North Macedonia	1	85	0	2020-03-21
Norway	1	2118	7	2020-03-21
Oman	12	52	0	2020-03-21
Pakistan	13	730	3	2020-03-21
Panama	0	200	1	2020-03-21
Papua New Guinea	0	1	0	2020-03-21
Paraguay	0	18	1	2020-03-21
Peru	1	318	5	2020-03-21
Philippines	13	307	19	2020-03-21
Poland	1	536	5	2020-03-21
Portugal	5	1280	12	2020-03-21
Puerto Rico	0	0	0	2020-03-21
Qatar	27	481	0	2020-03-21
Republic of the Congo	0	0	0	2020-03-21
Reunion	0	45	0	2020-03-21
Romania	52	367	0	2020-03-21
Russia	12	306	1	2020-03-21
Rwanda	0	17	0	2020-03-21
Saint Lucia	0	2	0	2020-03-21
Saint Vincent and the Grenadines	0	1	0	2020-03-21
San Marino	4	144	20	2020-03-21
Saudi Arabia	16	392	0	2020-03-21
Senegal	5	47	0	2020-03-21
Serbia	1	171	1	2020-03-21
Seychelles	0	7	0	2020-03-21
Singapore	140	432	2	2020-03-21
Slovakia	0	178	1	2020-03-21
Slovenia	0	383	1	2020-03-21
Somalia	0	1	0	2020-03-21
South Africa	0	240	0	2020-03-21
Spain	2125	25374	1375	2020-03-21
Sri Lanka	1	77	0	2020-03-21
Sudan	0	2	1	2020-03-21
Suriname	0	4	0	2020-03-21
Sweden	16	1763	20	2020-03-21
Switzerland	15	6575	75	2020-03-21
Taiwan*	28	153	2	2020-03-21
Tanzania	0	6	0	2020-03-21
Thailand	42	411	1	2020-03-21
The Bahamas	0	0	0	2020-03-21
The Gambia	0	0	0	2020-03-21
Togo	1	16	0	2020-03-21
Trinidad and Tobago	1	49	0	2020-03-21
Tunisia	0	60	1	2020-03-21
Turkey	0	670	9	2020-03-21
Uganda	0	1	0	2020-03-21
Ukraine	1	47	3	2020-03-21
United Arab Emirates	38	153	2	2020-03-21
United Kingdom	67	5067	234	2020-03-21
Uruguay	0	110	0	2020-03-21
US	171	25493	307	2020-03-21
Uzbekistan	0	43	0	2020-03-21
Venezuela	0	70	0	2020-03-21
Vietnam	17	94	0	2020-03-21
Zambia	0	2	0	2020-03-21
Zimbabwe	0	3	0	2020-03-21
Afghanistan	1	40	1	2020-03-22
Albania	2	89	2	2020-03-22
Algeria	65	201	17	2020-03-22
Andorra	1	113	1	2020-03-22
Angola	0	2	0	2020-03-22
Antigua and Barbuda	0	1	0	2020-03-22
Argentina	27	266	4	2020-03-22
Armenia	2	194	0	2020-03-22
Australia	92	1490	7	2020-03-22
Austria	9	3580	16	2020-03-22
Azerbaijan	11	65	1	2020-03-22
Bahamas	0	4	0	2020-03-22
Bahrain	149	334	2	2020-03-22
Bangladesh	3	27	2	2020-03-22
Barbados	0	14	0	2020-03-22
Belarus	15	76	0	2020-03-22
Belgium	263	3401	75	2020-03-22
Benin	0	2	0	2020-03-22
Bhutan	0	2	0	2020-03-22
Bolivia	0	24	0	2020-03-22
Bosnia and Herzegovina	2	126	1	2020-03-22
Brazil	2	1546	25	2020-03-22
Brunei	2	88	0	2020-03-22
Bulgaria	3	187	3	2020-03-22
Burkina Faso	5	75	4	2020-03-22
Cabo Verde	0	3	0	2020-03-22
Cambodia	2	84	0	2020-03-22
Cameroon	2	40	0	2020-03-22
Canada	0	1470	21	2020-03-22
Central African Republic	0	3	0	2020-03-22
Chad	0	1	0	2020-03-22
Chile	8	632	1	2020-03-22
China	72362	81397	3265	2020-03-22
Colombia	3	231	2	2020-03-22
Congo (Brazzaville)	0	3	0	2020-03-22
Congo (Kinshasa)	0	30	1	2020-03-22
Costa Rica	2	134	2	2020-03-22
Cote d'Ivoire	1	14	0	2020-03-22
Croatia	5	254	1	2020-03-22
Cruise Ship	567	712	8	2020-03-22
Cuba	0	35	1	2020-03-22
Cyprus	3	95	1	2020-03-22
Czechia	6	1120	1	2020-03-22
