Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Total People In Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquire Calls,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: covid19india),,,
05/05/2020,Maharashtra,175323,Tested,14541,162349,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1257621289625194496?s=19,,8.29%,1.44,1435,,,,
06/05/2020,Maharashtra,181746,Tested,15525,167205,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1257913159588777985?s=19,,8.54%,1.49,1488,,,,
07/05/2020,Maharashtra,189220,Tested,16758,173838,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1258283089316339712?s=19,,8.86%,1.55,1549,,,,
08/05/2020,Maharashtra,200477,Tested,17974,183862,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1258632735834300416?s=19,,8.97%,1.64,1641,,,,
09/05/2020,Maharashtra,210174,Tested,19063,192197,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1259002292256116736?s=19,,9.07%,1.72,1721,,,,
10/05/2020,Maharashtra,225524,Tested,20228,206481,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1259365348148572161?s=19,,8.97%,1.85,1846,,,,
11/05/2020,Maharashtra,,,,,,,,,,,,,,,,,0.00,0,,,,
12/05/2020,Maharashtra,222284,Tested,23401,196165,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1260090967601770498?s=19,,10.53%,1.82,1820,,,,
13/05/2020,Maharashtra,231061,Tested,24427,203536,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1260445266064420864,,10.57%,1.89,1892,,,,
24/04/2020,Manipur,402,Reports Received,2,,,391,Government,311,,,,,,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_240420.jpg,,,,,,,,
25/04/2020,Manipur,416,Reports Received,2,,,397,Government,313,,,,,,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_250420.jpg,,,,,,,,
30/04/2020,Manipur,459,Reports Received,2,,,439,Government,355,,,,,7586,http://nrhmmanipur.org/wp-content/uploads/2020/05/staus_300420.jpg,,,,,,,,
01/05/2020,Manipur,461,Reports Received,2,,,443,Government,366,,,,,7779,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_010520.jpg,,,,,,,,
02/05/2020,Manipur,468,Reports Received,2,,,536,Government,372,,,,,8012,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_020520.jpg,,,,,,,,
04/05/2020,Manipur,571,Reports Received,2,,,557,Government,467,,,,,8575,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_040520.jpg,,,,,,,,
07/05/2020,Manipur,684,Reports Received,2,,,627,Government,520,,,,,9346,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_070520.jpg,,,,,,,,
08/05/2020,Manipur,756,Reports Received,2,,,627,Government,520,,,,,9625,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_080520.jpg,,,,,,,,
09/05/2020,Manipur,865,Reports Received,2,,,627,Government,520,,,,,10051,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_090520.jpg,,,,,,,,
10/05/2020,Manipur,1096,Reports Received,2,,,2018,Government,884,,,,,10393,http://nrhmmanipur.org/wp-content/uploads/2020/03/status_10.jpg,,,,,,,,
11/05/2020,Manipur,1337,Reports Received,2,,,2369,Government,994,,,,,10705,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_110520.jpg,,,,,,,,
12/05/2020,Manipur,,,,,,,,,,,,,,,,,,,,,,
16/02/2020,Meghalaya,552,Tested,7,299,246,,,,,,,,,https://t.me/indiacovid/2463,,1.27%,0.17,171,3224000,,,
17/04/2020,Meghalaya,617,Tested,9,541,,105,,,,,,,,http://meghalaya.gov.in/megcms/sites/default/files/press_release/CM%20Media%20Brief_0.pdf,,1.46%,0.19,191,,,,
18/04/2020,Meghalaya,738,Tested,11,667,60,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.49%,0.23,229,,,,
19/04/2020,Meghalaya,766,Tested,11,678,77,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.44%,0.24,238,,,,
20/04/2020,Meghalaya,838,Tested,11,714,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.31%,0.26,260,,,,
21/04/2020,Meghalaya,933,Tested,12,821,100,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.29%,0.29,289,,,,
22/04/2020,Meghalaya,1046,Tested,12,904,130,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.15%,0.32,324,,,,
23/04/2020,Meghalaya,1109,Tested,12,1000,97,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.08%,0.34,344,,,,
24/04/2020,Meghalaya,1130,Tested,12,1048,70,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.06%,0.35,350,,,,
25/04/2020,Meghalaya,1169,Tested,12,1097,60,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.03%,0.36,363,,,,
27/04/2020,Meghalaya,1254,Tested,12,1182,60,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,0.96%,0.39,389,,,,
28/04/2020,Meghalaya,1382,Tested,12,1202,168,,,,,,,,,https://twitter.com/ANI/status/1255184343103766532?s=19,,0.87%,0.43,429,,,,
29/04/2020,Meghalaya,1397,Tested,12,1288,97,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,0.86%,0.43,433,,,,
30/04/2020,Meghalaya,1595,Tested,12,1433,49,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,https://t.me/indiacovid/3660?single,0.75%,0.49,495,,,,
01/05/2020,Meghalaya,,Tested,,,,,,,,,,,,,,,0.00,0,,,,
02/05/2020,Meghalaya,1707,Tested,12,1655,40,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,0.70%,0.53,529,,,,
03/05/2020,Meghalaya,,,,,,,,,,,,,,,,,0.00,0,,,,
04/05/2020,Meghalaya,1884,Tested,12,1782,90,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,0.64%,0.58,584,,,,
05/05/2020,Meghalaya,1944,Tested,12,1822,110,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,0.62%,0.60,603,,,,
06/05/2020,Meghalaya,,,,,,,,,,,,,,,,,0.00,0,,,,
07/05/2020,Meghalaya,2054,Tested,12,1967,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,0.58%,0.64,637,,,,
08/05/2020,Meghalaya,,,,,,,,,,,,,,,,,0.00,0,,,,
09/05/2020,Meghalaya,2287,Tested,12,2178,96,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,0.52%,0.71,709,,,,
10/05/2020,Meghalaya,2287,Tested,13,2178,96,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,0.57%,0.71,709,,,,
11/05/2020,Meghalaya,2480,Tested,13,2342,125,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,0.52%,0.77,769,,,,
12/05/2020,Meghalaya,,,,,,,,,,,,,,,,,,,,,,
13/05/2020,Meghalaya,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,Mizoram,58,Samples Collected,1,0,0,207,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-642020,,1.72%,0.05,49,1192000,,,
07/04/2020,Mizoram,58,Samples Collected,1,0,0,207,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-742020,,1.72%,0.05,49,,,,
08/04/2020,Mizoram,74,Samples Collected,1,,0,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-842020,,1.35%,0.06,62,,,,
09/04/2020,Mizoram,84,Samples Collected,1,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-942020,,1.19%,0.07,70,,,,
12/04/2020,Mizoram,87,Samples Collected,1,,,,Facility,,,,,,,https://health.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-date-1142020,,1.15%,0.07,73,,,,
13/04/2020,Mizoram,89,Samples Collected,1,,,,,,,,,,,https://t.me/indiacovid/2218,,1.12%,0.07,75,,,,
14/04/2020,Mizoram,91,Samples Collected,1,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1442020,,1.10%,0.08,76,,,,
15/04/2020,Mizoram,94,Samples Collected,1,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1542020,,1.06%,0.08,79,,,,
16/04/2020,Mizoram,94,Samples Collected,1,,,,Facility,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1642020,,1.06%,0.08,79,,,,
18/04/2020,Mizoram,102,Samples Collected,1,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1842020,,0.98%,0.09,86,,,,
19/04/2020,Mizoram,116,Samples Collected,1,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1942020,,0.86%,0.10,97,,,,
20/04/2020,Mizoram,132,Samples Collected,1,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2042020,,0.76%,0.11,111,,,,
21/04/2020,Mizoram,135,Samples Collected,1,,,,,,,,,,,https://t.me/indiacovid/2898?single,,0.74%,0.11,113,,,,
22/04/2020,Mizoram,135,Samples Collected,1,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2242020,,0.74%,0.11,113,,,,
23/04/2020,Mizoram,137,Samples Collected,1,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2342020,,0.73%,0.11,115,,,,
26/04/2020,Mizoram,146,Samples Collected,1,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2642020,,0.68%,0.12,122,,,,
27/04/2020,Mizoram,146,Samples Collected,1,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2742020,,0.68%,0.12,122,,,,
28/04/2020,Mizoram,158,Samples Collected,1,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2842020,,0.63%,0.13,133,,,,
29/04/2020,Mizoram,179,Samples Collected,1,,,253,Facility,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2942020,,0.56%,0.15,150,,,,
30/04/2020,Mizoram,180,Samples Collected,1,,,253,Facility,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-3042020,,0.56%,0.15,151,,,,
01/05/2020,Mizoram,180,Samples Collected,1,,,794,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-3042020-500pm-152020-500-pm,,0.56%,0.15,151,,,,
02/05/2020,Mizoram,183,Samples Collected,1,,,1142,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-152020-500pm-252020-500-pm,,0.55%,0.15,154,,,,
03/05/2020,Mizoram,183,Samples Collected,1,,,1878,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-252020-500pm-352020-500-pm,,0.55%,0.15,154,,,,
04/05/2020,Mizoram,183,Samples Collected,1,,,1949,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-352020-500pm-452020-500-pm,,0.55%,0.15,154,,,,
05/05/2020,Mizoram,188,Samples Collected,1,,,2045,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-452020-500pm-552020-500-pm,,0.53%,0.16,158,,,,
06/05/2020,Mizoram,195,Samples Collected,1,,,2111,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-552020-500pm-652020-500-pm,,0.51%,0.16,164,,,,
07/05/2020,Mizoram,197,Samples Collected,1,,,2137,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-652020-500pm-752020-500-pm,,0.51%,0.17,165,,,,
08/05/2020,Mizoram,199,Samples Collected,1,,,2161,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-752020-500pm-852020-500-pm,,0.50%,0.17,167,,,,
09/05/2020,Mizoram,201,Samples Collected,1,,,2161,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-852020-500pm-952020-500-pm,,0.50%,0.17,169,,,,
10/05/2020,Mizoram,201,Samples Collected,1,,,2161,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-952020-500pm-1052020-500-pm,,0.50%,0.17,169,,,,
11/05/2020,Mizoram,206,Samples Collected,1,,,2229,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1052020-500pm-1152020-500-pm,,0.49%,0.17,173,,,,
12/05/2020,Mizoram,224,Samples Collected,1,,,2259,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1152020-500pm-1252020-500-pm,,0.45%,0.19,188,,,,
13/05/2020,Mizoram,224,Samples Collected,1,,,2273,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1252020-500pm-1352020-500-pm,,0.45%,0.19,188,,,,
06/04/2020,Nagaland,60,Samples Sent,0,47,13,,,,489,,70,,,http://morungexpress.com/nagaland-covid-19-update-2,,0.00%,0.03,28,2150000,,,
10/04/2020,Nagaland,70,Samples Sent,0,69,1,20,Facility,,,,,,,http://morungexpress.com/nagaland-covid-19-update-4,,0.00%,0.03,33,,,,
11/04/2020,Nagaland,70,Samples Sent,0,70,,22,Facility,,,,,,,http://morungexpress.com/nagaland-covid-19-update-5,,0.00%,0.03,33,,,,
12/04/2020,Nagaland,74,Samples Sent,0,70,4,,Facility,,,,,,,http://morungexpress.com/nagaland-covid-19-update-6,,0.00%,0.03,34,,,,
13/04/2020,Nagaland,,Samples Sent,,,,,,,,,,,,,,,0.00,0,,,,
14/04/2020,Nagaland,174,Samples Sent,0,97,77,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.08,81,,,,
15/04/2020,Nagaland,184,Samples Sent,0,174,10,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.09,86,,,,
16/04/2020,Nagaland,,Samples Sent,,,,,,,,,,,,,,,0.00,0,,,,
17/04/2020,Nagaland,274,Samples Sent,0,222,48,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.13,127,,,,
18/04/2020,Nagaland,392,Samples Sent,0,292,100,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.18,182,,,,
19/04/2020,Nagaland,404,Samples Sent,0,345,59,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.19,188,,,,
20/04/2020,Nagaland,434,Samples Sent,0,404,30,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.20,202,,,,
21/04/2020,Nagaland,537,Samples Sent,0,456,81,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.25,250,,,,
22/04/2020,Nagaland,543,Samples Sent,0,481,62,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.25,253,,,,
23/04/2020,Nagaland,607,Samples Sent,0,543,64,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.28,282,,,,
24/04/2020,Nagaland,,Samples Sent,,,,,,,,,,,,,,,0.00,0,,,,
25/04/2020,Nagaland,613,Samples Sent,0,607,6,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.29,285,,,,
26/04/2020,Nagaland,613,Samples Sent,0,613,0,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.29,285,,,,
27/04/2020,Nagaland,629,Samples Sent,0,613,16,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.29,293,,,,
28/04/2020,Nagaland,639,Samples Sent,0,620,19,,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.30,297,,,,
29/04/2020,Nagaland,644,Samples Sent,0,631,13,37,Facility,,381,64,32,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.30,300,,,,
30/04/2020,Nagaland,653,Samples Sent,0,640,13,33,Facility,,390,64,35,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.30,304,,,,
01/05/2020,Nagaland,664,Samples Sent,0,650,14,29,Facility,,390,64,35,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.31,309,,,,
02/05/2020,Nagaland,674,Samples Sent,0,661,13,29,Facility,,390,64,35,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/,0.00%,0.31,313,,,,
03/05/2020,Nagaland,684,Samples Sent,0,663,21,28,Facility,,390,66,35,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/,0.00%,0.32,318,,,,
04/05/2020,Nagaland,708,Samples Sent,0,679,29,28,Facility,,390,66,35,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.33,329,,,,
05/05/2020,Nagaland,724,Samples Sent,0,771,13,43,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.34,337,,,,
06/05/2020,Nagaland,763,Samples Sent,0,712,51,80,Facility,,390,66,34,,,https://twitter.com/HealthNagaland/status/1258019443202052158,https://covid19.nagaland.gov.in/health-main,0.00%,0.35,355,,,,
07/05/2020,Nagaland,786,Samples Sent,0,728,58,77,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.37,366,,,,
08/05/2020,Nagaland,805,Samples Sent,0,775,30,77,Facility,,390,66,34,,,https://t.me/indiacovid/4317,https://covid19.nagaland.gov.in/health-main,0.00%,0.37,374,,,,
09/05/2020,Nagaland,848,Samples Sent,0,786,62,93,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.39,394,,,,
10/05/2020,Nagaland,862,Samples Sent,0,806,56,98,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.40,401,,,,
11/05/2020,Nagaland,875,Samples Sent,0,848,27,112,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.41,407,,,,
12/05/2020,Nagaland,882,Samples Sent,0,872,10,86,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.41,410,,,,
13/05/2020,Nagaland,889,Samples Sent,0,872,17,310,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.41,413,,,,
03/04/2020,Odisha,1395,Tested,20,1108,267,,,,,,,,,https://twitter.com/HFWOdisha/status/1246135145230303232,,1.43%,0.03,32,43671000,,,
07/04/2020,Odisha,2190,Tested,40,,,,,,,,,,,https://twitter.com/HFWOdisha/status/1247579939206909953,,1.83%,0.05,50,,,,
07/04/2020,Odisha,2441,Tested,42,,,,,,,,,,,https://twitter.com/HFWOdisha/status/1247579939206909953,,1.72%,0.06,56,,,,
08/04/2020,Odisha,2441,Tested,42,2399,,,,,,,,,,https://health.odisha.gov.in/,,1.72%,0.06,56,,,,
09/04/2020,Odisha,3249,Tested,48,3201,,,,,,,,,,https://health.odisha.gov.in/,,1.48%,0.07,74,,,,
10/04/2020,Odisha,3547,Tested,50,3497,,,,,,,,,,https://health.odisha.gov.in/,,1.41%,0.08,81,,,,
11/04/2020,Odisha,3551,Tested,51,3497,,,,,,,,,,https://health.odisha.gov.in/,,1.44%,0.08,81,,,,
12/04/2020,Odisha,3862,Tested,54,3808,,,,,,,,,,https://health.odisha.gov.in/,,1.40%,0.09,88,,,,
13/04/2020,Odisha,4170,Tested,54,4116,,,,,,,,,,https://health.odisha.gov.in/,,1.29%,0.10,95,,,,
14/04/2020,Odisha,4734,Tested,56,4678,,,,,,,,,,https://health.odisha.gov.in/,,1.18%,0.11,108,,,,
15/04/2020,Odisha,5537,Tested,60,5477,,,,,,,,,,https://health.odisha.gov.in/,,1.08%,0.13,127,,,,
16/04/2020,Odisha,6734,Tested,60,6674,,,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-16042020.pdf,https://health.odisha.gov.in/,0.89%,0.15,154,,,,
17/04/2020,Odisha,7577,Tested,60,7517,,,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-17042020.pdf,https://health.odisha.gov.in/,0.79%,0.17,174,,,,
18/04/2020,Odisha,8619,Tested,60,8559,,,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-17042020.pdf,,0.70%,0.20,197,,,,
19/04/2020,Odisha,9690,Tested,61,9629,,,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-19042020.pdf,https://health.odisha.gov.in/,0.63%,0.22,222,,,,
20/04/2020,Odisha,10641,Tested,68,,,,,,,,,,,https://health.odisha.gov.in/,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-20042020.pdf,0.64%,0.24,244,,,,
21/04/2020,Odisha,11748,Tested,79,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-21042020Eng.pdf,,0.67%,0.27,269,,,,
22/04/2020,Odisha,13775,Tested,83,,,,,,,,,,,https://health.odisha.gov.in/,,0.60%,0.32,315,,,,
23/04/2020,Odisha,15984,Tested,89,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-23042020Eng.pdf,,0.56%,0.37,366,,,,
24/04/2020,Odisha,18458,Tested,94,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-24042020Eng.pdf,,0.51%,0.42,423,,,,
25/04/2020,Odisha,20599,Tested,94,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-25042020Eng.pdf,,0.46%,0.47,472,,,,
26/04/2020,Odisha,22816,Tested,103,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-26042020Eng.pdf,https://twitter.com/HFWOdisha/status/1254251273689464832?s=09,0.45%,0.52,522,,,,
27/04/2020,Odisha,25103,Tested,111,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-27042020Eng.pdf,,0.44%,0.57,575,,,,
28/04/2020,Odisha,26687,Tested,118,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-28042020Eng.pdf,,0.44%,0.61,611,,,,
29/04/2020,Odisha,29108,Tested,122,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-29042020Eng.pdf,,0.42%,0.67,667,,,,
30/04/2020,Odisha,31696,Tested,142,,,,,,,,,,,https://health.odisha.gov.in/covid19-dashboard.html,,0.45%,0.73,726,,,,
01/05/2020,Odisha,34133,Tested,149,,,,,,,,,,,https://health.odisha.gov.in/covid19-dashboard.html,,0.44%,0.78,782,,,,
02/05/2020,Odisha,36593,Tested,157,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-02052020Eng.pdf,,0.43%,0.84,838,,,,
03/05/2020,Odisha,38658,Tested,162,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-03052020Eng.pdf,,0.42%,0.89,885,,,,
04/05/2020,Odisha,41128,Tested,169,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-04052020Eng.pdf,,0.41%,0.94,942,,,,
05/05/2020,Odisha,44663,Tested,170,,,,,,,,,,,https://health.odisha.gov.in/covid19-dashboard.html,,0.38%,1.02,1023,,,,
06/05/2020,Odisha,47454,Tested,185,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-06052020Eng.pdf,https://health.odisha.gov.in/,0.39%,1.09,1087,,,,
07/05/2020,Odisha,50514,Tested,209,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-07052020Eng.pdf,https://health.odisha.gov.in/,0.41%,1.16,1157,,,,
08/05/2020,Odisha,52974,Tested,271,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-08052020Eng.pdf,https://health.odisha.gov.in/,0.51%,1.21,1213,,,,
09/05/2020,Odisha,56322,Tested,294,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-09052020Eng.pdf,https://health.odisha.gov.in/,0.52%,1.29,1290,,,,
10/05/2020,Odisha,59780,Tested,362,,,,,,,,,,,https://health.odisha.gov.in/,,0.61%,1.37,1369,,,,
11/05/2020,Odisha,63478,Tested,414,,,,,,,,,,,https://health.odisha.gov.in/covid19-dashboard.html,,0.65%,1.45,1454,,,,
12/05/2020,Odisha,68057,Tested,437,,,,,,,296,,152000,614135,https://statedashboard.odisha.gov.in/,https://health.odisha.gov.in/covid19-dashboard.html,0.64%,1.56,1558,,,,
18/04/2020,Puducherry,1207,Samples Sent,7,1159,41,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.58%,0.80,803,1504000,,,
19/04/2020,Puducherry,1245,Samples Sent,7,1214,24,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.56%,0.83,828,,,,
20/04/2020,Puducherry,1272,Samples Sent,7,1232,33,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.55%,0.85,846,,,,
21/04/2020,Puducherry,1319,Samples Sent,7,1272,40,,,,,,,,,https://covid19dashboard.py.gov.in/Home/TestResultsReport,,0.53%,0.88,877,,,,
22/04/2020,Puducherry,1473,Samples Sent,7,1354,112,,,,,,,,,https://covid19dashboard.py.gov.in/Home/TestResultsReport,,0.48%,0.98,979,,,,
23/04/2020,Puducherry,1548,Samples Sent,7,1513,28,,,,,,,,,https://covid19dashboard.py.gov.in/Home/TestResultsReport,,0.45%,1.03,1029,,,,
24/04/2020,Puducherry,1704,Samples Sent,7,1657,40,,,,,,,,,https://covid19dashboard.py.gov.in/Home/TestResultsReport,,0.41%,1.13,1133,,,,
25/04/2020,Puducherry,1864,Samples Sent,8,1793,63,,,,,,,,,https://covid19dashboard.py.gov.in/Home/TestResultsReport,,0.43%,1.24,1239,,,,
26/04/2020,Puducherry,1977,Samples Sent,8,1902,67,,,,,,,,,https://covid19dashboard.py.gov.in/Home/TestResultsReport,,0.40%,1.31,1314,,,,
27/04/2020,Puducherry,2014,Samples Sent,8,1942,64,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.40%,1.34,1339,,,,
28/04/2020,Puducherry,2156,Samples Sent,8,2099,49,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.37%,1.43,1434,,,,
29/04/2020,Puducherry,2228,Samples Sent,8,2150,70,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.36%,1.48,1481,,,,
30/04/2020,Puducherry,2353,Samples Sent,8,2292,53,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.34%,1.56,1564,,,,
01/05/2020,Puducherry,2698,Samples Sent,9,2583,106,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.33%,1.79,1794,,,,
02/05/2020,Puducherry,2990,Samples Sent,12,2902,76,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.40%,1.99,1988,,,,
03/05/2020,Puducherry,3155,Samples Sent,12,3097,46,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.38%,2.10,2098,,,,
04/05/2020,Puducherry,3281,Samples Sent,12,3220,49,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.37%,2.18,2182,,,,
05/05/2020,Puducherry,3560,Samples Sent,12,3444,104,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.34%,2.37,2367,,,,
