Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,...23,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
29/05/2020,Andhra Pradesh,353874,Tested,2874,350544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/215,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.81%,6.78,6776,123,52221000
30/05/2020,Andhra Pradesh,363378,Tested,2944,359917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/231,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.81%,6.96,6958,123,52221000
31/05/2020,Andhra Pradesh,372748,Tested,3045,369177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/241,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.82%,7.14,7138,122,52221000
01/06/2020,Andhra Pradesh,383315,Tested,3118,379639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/257,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.81%,7.34,7340,123,52221000
02/06/2020,Andhra Pradesh,395681,Tested,3200,391890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/269,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.81%,7.58,7577,124,52221000
03/06/2020,Andhra Pradesh,403747,Tested,3279,399776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/282,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.81%,7.73,7732,123,52221000
04/06/2020,Andhra Pradesh,413733,Tested,3377,409621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/298,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.82%,7.92,7923,123,52221000
05/06/2020,Andhra Pradesh,423564,Tested,3427,419314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/319,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.81%,8.11,8111,124,52221000
06/06/2020,Andhra Pradesh,436335,Tested,3588,431875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/327,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.82%,8.36,8356,122,52221000
07/06/2020,Andhra Pradesh,454030,Tested,3718,449371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/345,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.82%,8.69,8694,122,52221000
08/06/2020,Andhra Pradesh,468276,Tested,3843,463463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/359,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.82%,8.97,8967,122,52221000
09/06/2020,Andhra Pradesh,483361,Tested,3990,478332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1270332139876151298?s=19,NA,NA,0.83%,9.26,9256,121,52221000
10/06/2020,Andhra Pradesh,498716,Tested,4126,493469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1270611674018443264?s=19,NA,NA,0.83%,9.55,9550,121,52221000
11/06/2020,Andhra Pradesh,510318,Tested,4261,504889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1270967454634700800,NA,NA,0.83%,9.77,9772,120,52221000
12/06/2020,Andhra Pradesh,522093,Tested,4402,516457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1271348981814013953?s=09,NA,NA,0.84%,10,9998,119,52221000
13/06/2020,Andhra Pradesh,536570,Tested,4588,530712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1271710551769378819,NA,NA,0.86%,10.27,10275,117,52221000
14/06/2020,Andhra Pradesh,552202,Tested,4841,546050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/457,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.88%,10.57,10574,114,52221000
15/06/2020,Andhra Pradesh,567375,Tested,5087,560919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/476,http://hmfw.ap.gov.in/covid_dashboard.aspx,NA,0.90%,10.86,10865,112,52221000
16/06/2020,Andhra Pradesh,583286,Tested,5280,576566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1272801649656950785?s=19,NA,NA,0.91%,11.17,11170,110,52221000
17/06/2020,Andhra Pradesh,598474,Tested,5555,591403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1273163879854505985?s=19,NA,NA,0.93%,11.46,11460,108,52221000
18/06/2020,Andhra Pradesh,612397,Tested,5854,604901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1273517099428634624,NA,NA,0.96%,11.73,11727,105,52221000
19/06/2020,Andhra Pradesh,630006,Tested,7961,622045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1273901271716515846?s=19,NA,NA,1.26%,12.06,12064,79,52221000
20/06/2020,Andhra Pradesh,652377,Tested,8452,643925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1274317274170535937?s=19,NA,NA,1.30%,12.49,12493,77,52221000
21/06/2020,Andhra Pradesh,676828,Tested,8929,667899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1274605653936373760?s=19,NA,NA,1.32%,12.96,12961,76,52221000
22/06/2020,Andhra Pradesh,693548,Tested,9372,684176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1275017579422048258?s=19,NA,NA,1.35%,13.28,13281,74,52221000
23/06/2020,Andhra Pradesh,714187,Tested,9834,704353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1275329802954670080?s=20,NA,NA,1.38%,13.68,13676,73,52221000
24/06/2020,Andhra Pradesh,750234,Tested,10331,739903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1275698612362792961?s=20,NA,NA,1.38%,14.37,14367,73,52221000
25/06/2020,Andhra Pradesh,769319,Tested,10884,758435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1276048820845940736?s=20,NA,NA,1.41%,14.73,14732,71,52221000
26/06/2020,Andhra Pradesh,791624,Tested,11489,780135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1276423313644908544?s=20,NA,NA,1.45%,15.16,15159,69,52221000
27/06/2020,Andhra Pradesh,816082,Tested,12285,803797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1276792776168898561?s=20,NA,NA,1.51%,15.63,15627,66,52221000
28/06/2020,Andhra Pradesh,841860,Tested,13098,828762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1277144909481312257?s=20,NA,NA,1.56%,16.12,16121,64,52221000
29/06/2020,Andhra Pradesh,872076,Tested,13891,858185,NA,NA,NA,NA,NA,NA,NA,40141,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1277588331132420099?s=20,NA,NA,1.59%,16.7,16700,63,52221000
30/06/2020,Andhra Pradesh,890190,Tested,14595,875595,NA,NA,NA,NA,NA,NA,NA,40141,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1277857517318504451?s=20,NA,NA,1.64%,17.05,17047,61,52221000
01/07/2020,Andhra Pradesh,918429,Tested,15252,903177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1278233653672198144?s=20,NA,NA,1.66%,17.59,17587,60,52221000
02/07/2020,Andhra Pradesh,932713,Tested,16097,916616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1278608187856306177?s=20,NA,NA,1.73%,17.86,17861,58,52221000
03/07/2020,Andhra Pradesh,971611,Tested,16934,954677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1278951104764493825?s=20,NA,NA,1.74%,18.61,18606,57,52221000
04/07/2020,Andhra Pradesh,996573,Tested,17699,978874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1279329071755714560?s=20,NA,NA,1.78%,19.08,19084,56,52221000
05/07/2020,Andhra Pradesh,1017140,Tested,18697,998443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1279698223561535488?s=20,NA,NA,1.84%,19.48,19478,54,52221000
06/07/2020,Andhra Pradesh,1033852,Tested,20019,1013833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1280084606981554178?s=20,NA,NA,1.94%,19.8,19798,52,52221000
07/07/2020,Andhra Pradesh,1050090,Tested,21197,1028897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1280427853067108352?s=20,NA,NA,NA,NA,NA,NA,NA
08/07/2020,Andhra Pradesh,1077733,Tested,22259,1055474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1280773473514565632?s=20,NA,NA,NA,NA,NA,NA,NA
09/04/2020,Arunachal Pradesh,206,Samples Collected,1,185,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PemaKhanduBJP/status/1248269356070363136?s=19,NA,NA,0.49%,0.14,137,206,1504000
14/04/2020,Arunachal Pradesh,280,Samples Collected,1,250,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PemaKhanduBJP/status/1249901653634867200,NA,NA,0.36%,0.19,186,280,1504000
17/04/2020,Arunachal Pradesh,363,Samples Collected,1,338,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PemaKhanduBJP/status/1251136883045752834,NA,NA,0.28%,0.24,241,363,1504000
18/04/2020,Arunachal Pradesh,389,Samples Collected,1,358,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PemaKhanduBJP/status/1251485238477221889,NA,NA,0.26%,0.26,259,389,1504000
20/04/2020,Arunachal Pradesh,439,Samples Collected,1,405,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1252454869983608832?s=09,NA,NA,0.23%,0.29,292,439,1504000
21/04/2020,Arunachal Pradesh,454,Samples Collected,1,433,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.22%,0.3,302,454,1504000
22/04/2020,Arunachal Pradesh,496,Samples Collected,2,441,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.40%,0.33,330,248,1504000
24/04/2020,Arunachal Pradesh,526,Samples Collected,2,508,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.38%,0.35,350,263,1504000
26/04/2020,Arunachal Pradesh,568,Samples Collected,2,529,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.35%,0.38,378,284,1504000
27/04/2020,Arunachal Pradesh,584,Samples Collected,2,566,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.34%,0.39,388,292,1504000
28/04/2020,Arunachal Pradesh,610,Samples Collected,2,581,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.33%,0.41,406,305,1504000
29/04/2020,Arunachal Pradesh,662,Samples Collected,2,595,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.30%,0.44,440,331,1504000
30/04/2020,Arunachal Pradesh,694,Samples Collected,2,656,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.29%,0.46,461,347,1504000
01/05/2020,Arunachal Pradesh,724,Samples Collected,2,692,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.28%,0.48,481,362,1504000
02/05/2020,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1504000
03/05/2020,Arunachal Pradesh,810,Samples Collected,2,761,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.25%,0.54,539,405,1504000
04/05/2020,Arunachal Pradesh,869,Samples Collected,2,762,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.23%,0.58,578,435,1504000
05/05/2020,Arunachal Pradesh,970,Samples Collected,2,814,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.21%,0.64,645,485,1504000
06/05/2020,Arunachal Pradesh,1039,Samples Collected,2,857,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.19%,0.69,691,520,1504000
07/05/2020,Arunachal Pradesh,1144,Samples Collected,2,952,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.17%,0.76,761,572,1504000
08/05/2020,Arunachal Pradesh,1354,Samples Collected,2,1015,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.15%,0.9,900,677,1504000
09/05/2020,Arunachal Pradesh,1597,Samples Collected,2,1266,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.13%,1.06,1062,799,1504000
10/05/2020,Arunachal Pradesh,1823,Samples Collected,2,1363,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5388,http://covid19.itanagarsmartcity.in/covidstatus.php,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.11%,1.21,1212,912,1504000
11/05/2020,Arunachal Pradesh,2078,Samples Collected,2,1538,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5418,http://covid19.itanagarsmartcity.in/covidstatus.php,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.10%,1.38,1382,1039,1504000
12/05/2020,Arunachal Pradesh,2257,Samples Collected,2,1798,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5521,http://covid19.itanagarsmartcity.in/covidstatus.php,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.09%,1.5,1501,1129,1504000
13/05/2020,Arunachal Pradesh,2483,Samples Collected,2,1902,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5619,http://covid19.itanagarsmartcity.in/covidstatus.php,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.08%,1.65,1651,1242,1504000
14/05/2020,Arunachal Pradesh,2677,Samples Collected,2,2233,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5699,https://t.me/Covid19india_Auxiliary_Test_Data/12?single,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.07%,1.78,1780,1339,1504000
15/05/2020,Arunachal Pradesh,2942,Samples Collected,2,2546,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5753,https://t.me/Covid19india_Auxiliary_Test_Data/22,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.07%,1.96,1956,1471,1504000
16/05/2020,Arunachal Pradesh,3163,Samples Collected,2,2861,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5806,https://t.me/Covid19india_Auxiliary_Test_Data/32,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.06%,2.1,2103,1582,1504000
17/05/2020,Arunachal Pradesh,3349,Samples Collected,2,2966,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5851,https://t.me/Covid19india_Auxiliary_Test_Data/40,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.06%,2.23,2227,1675,1504000
18/05/2020,Arunachal Pradesh,3662,Samples Collected,2,3166,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5906,https://t.me/Covid19india_Auxiliary_Test_Data/54,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.05%,2.43,2435,1831,1504000
19/05/2020,Arunachal Pradesh,3941,Samples Collected,2,3392,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5944,https://t.me/Covid19india_Auxiliary_Test_Data/66,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.05%,2.62,2620,1971,1504000
20/05/2020,Arunachal Pradesh,4157,Samples Collected,2,3710,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5977,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.05%,2.76,2764,2079,1504000
21/05/2020,Arunachal Pradesh,4438,Samples Collected,2,3963,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6004,https://t.me/Covid19india_Auxiliary_Test_Data/90,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.05%,2.95,2951,2219,1504000
22/05/2020,Arunachal Pradesh,4844,Samples Collected,2,4211,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6062,https://t.me/Covid19india_Auxiliary_Test_Data/108,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.04%,3.22,3221,2422,1504000
23/05/2020,Arunachal Pradesh,5206,Samples Collected,2,4340,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6125,https://t.me/Covid19india_Auxiliary_Test_Data/128,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.04%,3.46,3461,2603,1504000
24/05/2020,Arunachal Pradesh,5428,Samples Collected,2,4552,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6155,https://t.me/Covid19india_Auxiliary_Test_Data/145,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.04%,3.61,3609,2714,1504000
25/05/2020,Arunachal Pradesh,5997,Samples Collected,2,4941,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6169,https://t.me/Covid19india_Auxiliary_Test_Data/159,"http://covid19.itanagarsmartcity.in/covidstatus.php",NA,0.03%,3.99,3987,2999,1504000
26/05/2020,Arunachal Pradesh,6319,Samples Collected,2,5083,1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6191,https://t.me/Covid19india_Auxiliary_Test_Data/174,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.03%,4.2,4201,3160,1504000
27/05/2020,Arunachal Pradesh,6436,Samples Collected,2,5405,1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6221,https://t.me/Covid19india_Auxiliary_Test_Data/193,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.03%,4.28,4279,3218,1504000
28/05/2020,Arunachal Pradesh,6984,Samples Collected,3,5677,1303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6279,https://t.me/Covid19india_Auxiliary_Test_Data/216,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.04%,4.64,4644,2328,1504000
29/05/2020,Arunachal Pradesh,7488,Samples Collected,3,6268,1216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6308,https://t.me/Covid19india_Auxiliary_Test_Data/222,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.04%,4.98,4979,2496,1504000
30/05/2020,Arunachal Pradesh,8017,Samples Collected,4,6675,1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/242,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.05%,5.33,5330,2004,1504000
31/05/2020,Arunachal Pradesh,8283,Samples Collected,4,7012,1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6353,https://t.me/Covid19india_Auxiliary_Test_Data/254,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.05%,5.51,5507,2071,1504000
01/06/2020,Arunachal Pradesh,8768,Samples Collected,22,7528,1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/261,NA,NA,0.25%,5.83,5830,399,1504000
02/06/2020,Arunachal Pradesh,9079,Samples Collected,28,7806,1242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6398,https://t.me/Covid19india_Auxiliary_Test_Data/281,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.31%,6.04,6037,324,1504000
03/06/2020,Arunachal Pradesh,9551,Samples Collected,38,7927,1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6476,https://t.me/Covid19india_Auxiliary_Test_Data/295,NA,NA,0.40%,6.35,6350,251,1504000
04/06/2020,Arunachal Pradesh,10025,Samples Collected,43,8552,1427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6506,https://t.me/Covid19india_Auxiliary_Test_Data/312,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.43%,6.67,6666,233,1504000
05/06/2020,Arunachal Pradesh,10790,Samples Collected,46,8877,1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/6443,NA,NA,0.43%,7.17,7174,235,1504000
06/06/2020,Arunachal Pradesh,11261,Samples Collected,49,9350,1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6539,https://t.me/Covid19india_Auxiliary_Test_Data/335,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.44%,7.49,7487,230,1504000
07/06/2020,Arunachal Pradesh,11516,Samples Collected,51,9921,1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/356,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.44%,7.66,7657,226,1504000
08/06/2020,Arunachal Pradesh,12012,Samples Collected,57,10376,1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/373,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.47%,7.99,7987,211,1504000
09/06/2020,Arunachal Pradesh,12455,Samples Collected,57,10642,1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/387,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.46%,8.28,8281,219,1504000
10/06/2020,Arunachal Pradesh,13035,Samples Collected,61,11420,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/400,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.47%,8.67,8667,214,1504000
11/06/2020,Arunachal Pradesh,13479,Samples Collected,67,11754,1627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.50%,8.96,8962,201,1504000
12/06/2020,Arunachal Pradesh,14047,Samples Collected,87,12119,1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/435,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.62%,9.34,9340,161,1504000
13/06/2020,Arunachal Pradesh,14518,Samples Collected,88,12817,1582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/447,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.61%,9.65,9653,165,1504000
15/06/2020,Arunachal Pradesh,15453,Samples Collected,95,13610,1715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/489,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.61%,10.27,10275,163,1504000
16/06/2020,Arunachal Pradesh,16158,Samples Collected,99,14339,1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/508,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.61%,10.74,10743,163,1504000
17/06/2020,Arunachal Pradesh,16630,Samples Collected,103,14698,1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/528,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.62%,11.06,11057,161,1504000
